Region,Country,ISP,Organization,Autonomous System,Postal Code,Latitude,Longitude,count
Altai Krai,Russia,TOMTEL networks,CJSC ER-Telecom Holding Tomsk branch,"AS50512 JSC ""ER-Telecom Holding""",65****,53.35,83.784,1
Amazonas,Brazil,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,69***,-3.103,-60.029,1
Andalusia,Spain,Orange Spain,Jazztel triple play services,AS12479 Orange Espagne SA,21***,37.211,-7.402,1
Andalusia,Spain,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.,29***,36.547,-4.612,1
Andhra Pradesh,India,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service,53****,17.688,83.239,1
Anhui,China,USTC,The University of Science and Technology of China,AS24362 CERNET2 IX at University of Science and Technology of China,23****,31.837,117.269,1
Ankara,Türkiye,Dogan Iletisim,Dogan Iletisim Elektronik Servis Hizmetleri A.S.,AS12978 ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.,60**,39.979,32.826,1
Ankara,Türkiye,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.,60**,39.979,32.826,1
Antioquia,Colombia,Colombia Móvil,Colombia Móvil,AS27831 Colombia Móvil,54***,6.152,-75.371,1
Antioquia,Colombia,Edatel S.a. E.S.P,Edatel S.a. E.S.P,AS27695 EDATEL S.A. E.S.P,50***,6.242,-75.572,1
Antioquia,Colombia,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.,50***,6.253,-75.565,1
Arizona,United States,ARNG-HI,USAISC,AS364 DoD Network Information Center,85***,31.555,-110.35,1
Arizona,United States,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","AS16625 Akamai Technologies, Inc.",85***,33.42,-111.913,1
Arizona,United States,CONUS-YPG,Dren,AS668 DoD Network Information Center,85***,31.555,-110.35,1
Arizona,United States,CONUS-YPG,USAISC,AS749 DoD Network Information Center,85***,31.555,-110.35,13
Arizona,United States,CTNOSC,USAISC,AS367 DoD Network Information Center,85***,31.555,-110.35,1
Arizona,United States,City of Tucson,City of Tucson,AS13918 City of Tucson,85***,32.145,-110.946,1
Arizona,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC",85***,32.406,-111.063,1
Arizona,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC",85***,32.413,-110.942,1
Arizona,United States,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.,85***,33.528,-112.21,1
Arizona,United States,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.,85***,33.431,-111.926,1
Arizona,United States,DoD Network Information Center,USAISC,AS306 DoD Network Information Center,85***,31.555,-110.35,1
Arizona,United States,DoD Network Information Center,USAISC,AS357 DoD Network Information Center,85***,31.555,-110.35,1
Arizona,United States,DoD Network Information Center,USAISC,AS367 DoD Network Information Center,85***,31.555,-110.35,3
Arizona,United States,DoD Network Information Center,USAISC,AS721 DoD Network Information Center,85***,31.555,-110.35,12
Arizona,United States,"GoDaddy.com, LLC","GoDaddy.com, LLC","AS26496 GoDaddy.com, LLC",85***,33.336,-111.894,1
Arizona,United States,"Headquarters, USAISC",USAISC,"AS1530 Headquarters, USAISC",85***,31.555,-110.35,1
Arizona,United States,Input Output Flood LLC,Input Output Flood LLC,AS53755 Input Output Flood LLC,85***,33.417,-112.027,1
Arizona,United States,Microsoft Corporation,Microsoft Azure Cloud (westus3),AS8075 Microsoft Corporation,85***,33.448,-112.074,1
Arizona,United States,RCC-C,USAISC,AS367 DoD Network Information Center,85***,31.555,-110.35,1
Arizona,United States,Salt River Project Agricultural Improvement & Power District,Salt River Project Agricultural Improvement and Power District,AS2575 Salt River Project Agricultural Improvement & Power District,85***,33.447,-111.956,1
Arizona,United States,USAREC,USAISC,AS367 DoD Network Information Center,85***,31.555,-110.35,1
Arkansas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",72***,34.745,-92.288,1
Arkansas,United States,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc.",72***,36.365,-94.218,1
Arkansas,United States,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc.",72***,36.366,-94.218,1
Arkansas,United States,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC,72***,34.787,-92.397,1
Auckland,New Zealand,FX VoIP Network,CallPlus Services Limited,AS9790 Two Degrees Networks Limited,10**,-36.869,174.776,1
Auckland,New Zealand,Mercury NZ Limited,Mercury NZ Limited,AS55850 Mercury NZ Limited,10**,-36.851,174.764,1
Auckland,New Zealand,One New Zealand Group Limited,Vfnz SVC,AS9500 One New Zealand Group Limited,10**,-36.846,174.757,1
Auckland,New Zealand,Sky Network Television Ltd,Two Degrees Mobile Limited,AS140220 Sky Network Television Ltd,62*,-36.802,174.753,1
Australian Capital Territory,Australia,ACT Government InTACT Group,ACT Government InTACT Group,AS139344 ACT Government InTACT Group,26**,-35.281,149.13,1
Auvergne-Rhône-Alpes,France,BE YS Cloud France SASU,Almerys,AS200102 BE YS Cloud France SASU,63***,45.788,3.112,1
Auvergne-Rhône-Alpes,France,ESRF-GRENOBLE,The ESRF,AS1942 Renater,38***,45.207,5.693,1
Auvergne-Rhône-Alpes,France,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA,38***,45.146,5.689,1
Auvergne-Rhône-Alpes,France,Societe Francaise Du Radiotelephone - SFR SA,SFR User Data,AS15557 Societe Francaise Du Radiotelephone - SFR SA,69***,45.585,4.777,1
Aveiro,Portugal,PT Comunicacoes S.A,PT Comunicacoes S.A.,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,45******,40.991,-8.517,1
Azores,Portugal,Cabo TV Acoreana,nos açores comunicacoes s.a.,"AS42580 NOS ACORES COMUNICACOES, S.A.",96******,37.714,-25.453,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,69***,49.296,8.702,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,70***,48.767,9.183,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,71***,48.889,9.218,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,71***,48.922,9.112,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,74***,49.141,9.215,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,76***,49.007,8.417,1
Baden-Wurttemberg,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,79***,48.23,7.708,1
Baden-Wurttemberg,Germany,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG,70***,48.786,9.238,8
Baden-Wurttemberg,Germany,Robert Bosch GmbH,Robert Bosch Gesellschaft mit Beschraenkter Haftung,AS9183 Robert Bosch Gesellschaft mit Beschraenkter Haftung,70***,48.776,9.183,1
Bahia,Brazil,TIM S/A,TIM S/A,AS26615 TIM S/A,40***,-12.867,-38.481,1
Baja California,Mexico,Uninet S.A. de C.V.,"Telefonos del Noroeste, S.A. de C.V",AS8151 UNINET,22***,32.456,-117.0,1
Bangkok,Thailand,Advanced Wireless Network Company Limited,Advanced Info Service Public Company Limited,AS45458 SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX,10***,13.786,100.547,1
Bangkok,Thailand,Advanced Wireless Network Company Limited,Advanced Wireless Network Company Limited,AS131445 Advance Wireless Network,10***,13.768,100.54,1
Bangkok,Thailand,KSC Commercial Internet Co. Ltd.,COMNET,AS7693 KSC Commercial Internet Co. Ltd.,10***,13.928,100.586,1
Bangkok,Thailand,NTT (Thailand) Limited 6th Floor,NTT (Thailand) Limited,AS38566 NTTCTNET,10***,13.706,100.46,1
Banská Bystrica Region,Slovakia,DataCentrum,Financial Directorate of the Slovak Republic,AS30898 DataCentrum,97****,48.742,19.139,1
Basque Country,Spain,Universidad del Pais Vasco / Euskal Herriko Unibertsitatea,Universidad del Pais Vasco - Euskal Herriko Unibertsitatea,AS15488 Universidad del Pais Vasco - Euskal Herriko Unibertsitatea,48***,43.263,-2.935,1
Bavaria,Germany,ARCOR-IP,Arcor AG,AS3209 Vodafone GmbH,87***,47.887,10.624,1
Bavaria,Germany,Contabo GmbH,Contabo GmbH,AS51167 Contabo GmbH,90***,49.405,11.162,1
Bavaria,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,83***,48.015,12.544,1
Bavaria,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,93***,48.818,11.853,1
Bavaria,Germany,Schaeffler Technologies AG & Co. KG,Schaeffler Technologies GmbH & Co.,AS20561 Schaeffler Technologies AG & Co. KG,91***,49.568,10.883,1
Bavaria,Germany,VF-Network,Arcor AG,AS3209 Vodafone GmbH,90***,49.41,11.141,1
Beijing,China,CHINA UNICOM China169 Backbone,Jnsib Ibar,AS4837 CHINA UNICOM China169 Backbone,10****,39.904,116.407,1
Beijing,China,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange,10****,39.904,116.407,2
Beijing,China,China Telecom,"Beijing Yunlin Network Technology Co., Ltd","AS136188 NINGBO, ZHEJIANG Province, P.R.China.",10****,39.904,116.407,1
Beijing,China,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation,10****,39.904,116.407,2
Beijing,China,China Unicom Shenzen network,HengShengChang Paper,AS17623 China Unicom Shenzen network,10****,39.904,116.407,1
Beijing,China,Chinanet,Chinanet HN,AS4134 CHINANET-BACKBONE,10****,39.904,116.407,1
Beijing,China,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",10****,39.904,116.407,2
Bern,Switzerland,Swiss Federation represented by FOITT,Swiss Federation represented by FOITT,AS33845 Swiss Federation represented by FOITT,30**,46.94,7.435,1
Bern,Switzerland,Swisscom (Schweiz) AG - Bluewin,Swisscom (Schweiz) AG,AS3303 Swisscom (Schweiz) AG,32**,46.958,7.338,1
Bogota D.C.,Colombia,ETB - Colombia,ETB - Colombia,AS19429 ETB - Colombia,11****,4.642,-74.062,1
Brandenburg,Germany,Stadtwerke Schwedt,Stadtwerke Schwedt GmbH,AS61028 Stadtwerke Schwedt GmbH,16***,53.06,14.282,1
Bratislava Region,Slovakia,Liberty Global B.V.,UPC Slovakia,AS6830 Liberty Global B.V.,81****,48.157,17.092,1
Bratislava Region,Slovakia,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,Slovak Academy of Sciences,AS2607 Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,84****,48.195,17.046,1
Brașov County,Romania,RCS & RDS,RCS & RDS Residential,AS8708 RCS & RDS,50****,45.652,25.611,1
Bremen,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,28***,53.083,8.788,2
Bremen,Germany,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Potsblitz,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,27***,53.533,8.581,1
British Columbia,Canada,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd,V2*,53.913,-122.734,1
British Columbia,Canada,British Columbia Institute of Technology,British Columbia Institute of Technology,AS4476 British Columbia Institute of Technology,V5*,49.247,-122.992,1
British Columbia,Canada,Province of British Columbia,Province of British Columbia,AS3633 Province of British Columbia,V8*,48.453,-123.37,1
British Columbia,Canada,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.,V1*,49.896,-119.49,1
British Columbia,Canada,Shaw Communications Inc.,Shaw Communications Inc.,AS6327 Shaw Communications Inc.,V0*,50.583,-126.917,1
British Columbia,Canada,University of British Columbia,University of British Columbia,AS393249 University of British Columbia,V7*,49.13,-123.166,1
București,Romania,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si C,Politehnica University of Bucharest,AS2614 Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,61***,44.451,26.02,1
București,Romania,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.,23***,44.415,26.166,1
Budapest,Hungary,ELTENET,Eotvos Lorand University of Sciences,AS2012 ELTENET,10**,47.564,19.095,1
Budapest,Hungary,ISZT Nonprofit Kft,ISZT INTERNET SZOLGALTATOK Halozati Koordinacios Kozpontja Nonprofit KFT,AS12303 Council of Hungarian Internet Providers,10**,47.518,19.056,1
Budapest,Hungary,Telenor Hungary Plc,Telenor Hungary Plc.,AS213155 Yettel Hungary Ltd.,10**,47.564,19.095,1
Buenos Aires,Argentina,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.,17**,-36.0,-59.996,1
Buenos Aires,Argentina,Telefonica de Argentina,Telefonica de Argentina,AS22927 Telefonica de Argentina,16**,-34.508,-58.686,1
Buenos Aires,Argentina,Universidad Nacional de Buenos Aires,Universidad Nacional de Buenos Aires,AS3449 Universidad Nacional de Buenos Aires,17**,-36.0,-59.996,1
Buenos Aires F.D.,Argentina,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.,18**,-34.604,-58.382,1
Buenos Aires F.D.,Argentina,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.,18**,-34.575,-58.436,1
Busan,South Korea,BUSAN EDUCATION RESEARCH & INFORMATION INSTITUTE,Petinet,AS9706 BUSAN EDUCATION RESEARCH & INFORMATION INSTITUTE,48***,35.102,129.039,1
Busan,South Korea,Dong-A Universirty,Donganet,AS9753 Dong-A Universirty,48*,35.18,129.136,1
Busan,South Korea,Korea Telecom,Kornet,AS4766 Korea Telecom,48*,35.181,129.093,1
Buskerud,Norway,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",35**,60.472,8.469,1
Caldas Department,Colombia,Telmex Colombia S.A.,Telmex Colombia S.A,AS10620 Telmex Colombia S.A.,17****,5.072,-75.515,1
California,United States,"8x8, Inc.","8x8, Inc","AS13896 8x8, Inc.",95***,37.184,-121.771,1
California,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",91***,34.198,-118.537,1
California,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",92***,33.879,-117.535,1
California,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",92***,34.028,-117.287,1
California,United States,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc.",94***,37.781,-122.424,1
California,United States,"AT&T Services, Inc.",Acc-american Motors Corporati,"AS7018 AT&T Services, Inc.",95***,37.437,-121.895,1
California,United States,"AT&T Services, Inc.",Liquid Thinking,"AS7018 AT&T Services, Inc.",94***,37.806,-122.412,1
California,United States,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.,90***,34.054,-118.244,1
California,United States,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.,95***,37.338,-121.886,2
California,United States,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud,94***,37.562,-122.0,1
California,United States,"Amazon.com, Inc.",AWS EC2 (us-west-1),"AS16509 Amazon.com, Inc.",95***,37.339,-121.895,1
California,United States,Apple Inc.,Apple Inc,AS714 Apple Inc.,95***,37.322,-122.03,3
California,United States,"Beijing Jingdong 360 Degree E-commerce Co., Ltd.","Beijing Jingdong 360 Degree E-commerce Co., Ltd.","AS131486 Beijing Jingdong 360 Degree E-commerce Co., Ltd.",95***,37.338,-121.886,1
California,United States,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology,95***,38.579,-121.504,1
California,United States,California State University,Monterey COE,"AS2152 California State University, Office of the Chancellor",93***,36.614,-121.919,1
California,United States,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor",93***,36.684,-121.789,1
California,United States,CenturyLink Communications,Sony Computer Entertainment-Network Platform/Infrastructure,"AS3561 CenturyLink Communications, LLC",94***,37.556,-122.277,1
California,United States,Charter Communications,Spectrum,AS20001 Charter Communications Inc,90***,34.052,-118.244,1
California,United States,Charter Communications,Spectrum,AS20115 Charter Communications,93***,36.068,-119.034,1
California,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC",95***,38.664,-121.339,1
California,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC",95***,38.698,-121.271,1
California,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33667 Comcast Cable Communications, LLC",95***,38.698,-121.271,1
California,United States,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33667 Comcast Cable Communications, LLC",95***,38.03,-121.346,1
California,United States,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.,92***,32.812,-116.917,1
California,United States,Goldstone (Deep Space Network) Facility,Goldstone (Deep Space Network) Facility,AS297 National Aeronautics and Space Administration,92***,35.281,-116.783,1
California,United States,Google LLC,Google LLC,AS396982 Google LLC,94***,37.422,-122.084,3
California,United States,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC,94***,37.387,-122.038,1
California,United States,HostPapa,RackNerd LLC,AS36352 HostPapa,90***,34.054,-118.244,1
California,United States,HostRoyale Technologies Pvt Ltd,HostRoyale LLC,AS203020 HostRoyale Technologies Pvt Ltd,94***,37.775,-122.419,1
California,United States,Intercontinental Internet Data Corp,Cloud Innovation Ltd,AS35916 MULTACOM CORPORATION,90***,34.055,-118.243,1
California,United States,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation,94***,37.783,-122.417,2
California,United States,Northrop Grumman,TRW Space and Defense Sector,AS1906 Northrop Grumman,90***,33.79,-118.122,1
California,United States,"Salesforce.com, Inc.","Salesforce.com, Inc.","AS14340 Salesforce.com, Inc.",94***,37.79,-122.397,1
California,United States,Sprint Communications,Sprint Kansas City POP,AS1239 Sprint,92***,33.838,-117.919,1
California,United States,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC",95***,37.393,-121.962,1
California,United States,University of California at Berkeley,University of California at Berkeley,AS25 University of California at Berkeley,94***,37.874,-122.257,1
California,United States,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",92***,32.819,-117.179,5
California,United States,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego",93***,36.778,-119.418,1
California,United States,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business,92***,32.764,-117.07,1
California,United States,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business,92***,34.006,-117.443,1
California,United States,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.,90***,34.052,-118.244,1
California,United States,"Zoom Video Communications, Inc","Zoom Video Communications, Inc","AS30103 Zoom Video Communications, Inc",95***,37.333,-121.895,1
Capital Region,Denmark,Telenor Denmark,Cybercity A/S,AS9158 Telenor A/S,26**,55.689,12.458,1
Capital Region,Iceland,Nova hf,Nova ehf,AS44735 Nova hf,10*,64.114,-21.842,1
Carinthia,Austria,Universitaet Klagenfurt,Universitaet Klagenfurt,AS1111 Universitaet Klagenfurt,90**,46.623,14.3,1
Castille-La Mancha,Spain,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.,45***,39.857,-4.018,1
Castille-La Mancha,Spain,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.,45***,39.961,-4.825,1
Catalonia,Spain,"VODAFONE ONO, S.A",Ono,"AS6739 VODAFONE ONO, S.A.",80**,41.395,2.197,1
Catalonia,Spain,Vodafone Espana S.A.U.,Vodafone Espana S.A.U,AS12430 VODAFONE ESPANA S.A.U.,80**,41.429,2.216,1
Ceará,Brazil,Secretaria Municipal De Planejamento Orcamento E G,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G,60***,-3.714,-38.528,1
Central Jutland,Denmark,Stofa A/S,Energiranderstele Customer and Internal Addr,AS8273 Norlys Digital A/S,89**,56.478,9.973,1
Central Singapore,Singapore,Amazon Technologies Inc.,AWS EC2 (ap-southeast-1),"AS16509 Amazon.com, Inc.",48***,1.28,103.851,2
Central Singapore,Singapore,Microsoft Corporation,Microsoft Azure Resource Manager (southeastasia),AS8075 Microsoft Corporation,16****,1.283,103.833,1
Central Singapore,Singapore,OVH SAS,OVH Singapore PTE. LTD,AS16276 OVH SAS,69***,1.28,103.849,1
Central Singapore,Singapore,"Singapore Telecommunications Ltd, Magix Services",SingNet Pte Ltd,AS9506 Singtel Fibre Broadband,14****,1.292,103.807,1
Central Singapore,Singapore,StarHub Cable Vision Ltd,SGCABLEVISION,AS55430 Starhub Ltd,13****,1.294,103.791,1
Central Singapore,Singapore,Starhub Internet Pte Ltd,Starhub Internet Pte Ltd,AS4657 StarHub Ltd,40****,1.324,103.893,1
Central and Western District,Hong Kong,Microsoft Corporation,Microsoft Azure Cloud (eastasia),AS8075 Microsoft Corporation,0****,22.267,114.188,1
Centre-Val de Loire,France,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS,37***,47.373,0.484,1
Chelyabinsk Oblast,Russia,"JSC ""Uralsvyazinform"" Chelyabinsk",Chelyabinsk Network Informational Center,AS12389 PJSC Rostelecom,45****,55.164,61.401,1
Chiang Mai,Thailand,CAT Telecom Public Company Limited,Data Comm. Dept. National Telecom Public Company Limited,"AS9931 The Communication Authoity of Thailand, CAT",50***,18.793,99.0,1
Chiba,Japan,296 BROAD NET Com Inc,CABLENET296,AS17682 296 BROAD NET Com Inc,28******,35.686,140.164,1
Chiba,Japan,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION,26******,35.614,140.106,1
Chiba,Japan,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd.",27******,35.707,139.996,1
Chiba,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,26******,35.597,140.142,1
Chiba,Japan,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation,27******,35.694,139.983,1
Chiba,Japan,Open Computer Network,Open Computer Network,AS4713 NTT Communications Corporation,27******,35.783,139.896,1
Chișinău Municipality,Moldova,SC STARNET SRL,StarNet Solutii SRL,AS31252 StarNet Solutii SRL,MD*****,47.004,28.857,1
Chungcheongnam-do,South Korea,CMB,CMB Chungcheong Broadcasting,AS38133 CMB,32*,36.102,127.483,1
Coahuila,Mexico,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,27***,25.54,-103.429,1
Colorado,United States,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS22561 CenturyLink Communications, LLC",81***,38.083,-102.624,1
Colorado,United States,Charter Communications Inc,Spectrum,AS20001 Charter Communications Inc,80***,39.603,-104.889,1
Colorado,United States,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33652 Comcast Cable Communications, LLC",80***,39.489,-104.83,1
Colorado,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC",80***,39.752,-104.984,1
Colorado,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC",80***,39.752,-104.984,2
Colorado,United States,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33652 Comcast Cable Communications, LLC",80***,39.697,-104.839,1
Colorado,United States,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC",80***,39.752,-104.984,2
Colorado,United States,"Level 3 Communications, Inc.",Level 3,"AS3356 Level 3 Parent, LLC",80***,39.921,-105.144,1
Colorado,United States,"Level 3 Communications, Inc.","Level 3 Communications, Inc.","AS3356 Level 3 Parent, LLC",80***,39.921,-105.144,2
Colorado,United States,Massive Networks,Massive Networks,AS21777 Massive Networks,80***,39.866,-104.92,1
Colorado,United States,USDA,USDA Office of Operations,AS4152 USDA,80***,40.56,-105.081,3
Colorado,United States,"VELOCITY, A MANAGED SERVICES COMPANY",Velocity Inc,"AS62728 VELOCITY, A MANAGED SERVICES COMPANY",80***,39.054,-104.819,1
Connecticut,United States,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.,69**,41.064,-73.548,1
