IP Address,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
188.***.***.***,Damascus,Damascus Governorate,Syria,,33.5,36.3,Asia/Damascus,SYRIATEL-MOBILE,,AS29256 Syrian Telecommunication Private Closed Joint Stock Company
12.***.***.***,Anchorage,Alaska,United States,99***,61.2,-149.9,America/Anchorage,"AT&T Services, Inc.",Alascom,"AS7018 AT&T Services, Inc."
173.***.***.***,Orlando,Florida,United States,32***,28.5,-81.4,America/New_York,Sprint Communications,Sprint Orlando POP,AS1239 Sprint
138.***.***.***,Caldas,Minas Gerais,Brazil,37***,-21.9,-46.4,America/Sao_Paulo,Videomar Rede Nordeste S/A,Videomar Rede Nordeste S/A,AS28270 Videomar Rede Nordeste S/A
201.***.***.***,Caracas,Miranda,Venezuela,,10.5,-66.8,America/Caracas,"CANTV Servicios, Venezuela","CANTV Servicios, Venezuela","AS8048 CANTV Servicios, Venezuela"
2.***.***.***,Rho,Lombardy,Italy,20***,45.5,9.1,Europe/Rome,H3G,Wind TRE S.P.A,
80.***.***.***,Bremen,Bremen,Germany,28***,53.1,8.8,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
20.***.***.***,Boydton,Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus2),AS8075 Microsoft Corporation
226.***.***.***,,,,,,,,,,
103.***.***.***,Malang,East Java,Indonesia,,-7.9,112.6,Asia/Jakarta,BEST,,AS135484 PT. Bentang Selaras Teknologi
30.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
179.***.***.***,Frankfurt am Main,Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Hivelocity Inc,Ipxo Limited,AS61317 Hivelocity Inc
123.***.***.***,Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
136.***.***.***,Austin,Texas,United States,78***,30.2,-97.7,America/Chicago,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.
192.***.***.***,Peterborough,Ontario,Canada,K9*,44.3,-78.3,America/Toronto,Nexicom Inc.,Nexicom Inc.,AS11666 Nexicom Inc.
79.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,TalkTalk,TalkTalk Communications Limited,
135.***.***.***,Chicago,Illinois,United States,60***,41.9,-87.6,America/Chicago,Microsoft Limited,Microsoft Limited,
63.***.***.***,Louisville,Kentucky,United States,40***,38.2,-85.7,America/Kentucky/Louisville,Verizon Business,Lumenis LTD,AS701 Verizon Business
133.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Ryoka Systems,"Ryoka Systems, Inc.",
169.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,
62.***.***.***,Skellefteå,Västerbotten County,Sweden,93****,64.7,21.0,Europe/Stockholm,Telia Company AB,Returpack-Burk Svenska AB,AS3301 Telia Company AB
166.***.***.***,Atlanta,Georgia,United States,30***,33.7,-84.4,America/New_York,AT&T Mobility LLC,Service Provider Corporation,AS20057 AT&T Mobility LLC
165.***.***.***,Concord,California,United States,94***,38.0,-122.0,America/Los_Angeles,Bank of America,"Bank of America, National Association",
69.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
158.***.***.***,Vilnius,Vilnius,Lithuania,20**,54.7,25.3,Europe/Vilnius,Kauno Technologijos Universitetas,Vilniaus universitetas,AS5479 Kauno Technologijos Universitetas
65.***.***.***,Princeton,New Jersey,United States,85**,40.3,-74.7,America/New_York,Verizon Communications,Princeton Theological/Internet,AS701 Verizon Business
28.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
156.***.***.***,Ashburn,Virginia,United States,20***,39.0,-77.5,America/New_York,Africa on Cloud,Cloud Innovation Ltd,AS328608 Africa on Cloud
224.***.***.***,,,,,,,,,,
184.***.***.***,Tempe,Arizona,United States,85***,33.4,-111.9,America/Phoenix,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","AS16625 Akamai Technologies, Inc."
60.***.***.***,Auckland,Auckland,New Zealand,62*,-36.8,174.8,Pacific/Auckland,Sky Network Television Ltd,Two Degrees Mobile Limited,AS140220 Sky Network Television Ltd
121.***.***.***,Gangbuk-gu,Seoul,South Korea,10***,37.6,127.0,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
165.***.***.***,Dallas,Texas,United States,75***,32.8,-96.8,America/Chicago,"Haynes and Boone, L.L.P.","Haynes and Boone, L.L.P.","AS14890 Haynes and Boone, L.L.P."
185.***.***.***,Chisinau,Chișinău Municipality,Moldova,MD*****,47.0,28.9,Europe/Chisinau,SC STARNET SRL,StarNet Solutii SRL,AS31252 StarNet Solutii SRL
202.***.***.***,Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,CHINANET-GD,Chinanet GD,
106.***.***.***,Mumbai,Maharashtra,India,40****,19.1,72.9,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Limited,AS45609 Bharti Airtel Ltd. AS for GPRS Service
248.***.***.***,,,,,,,,,,
102.***.***.***,Lomé,Maritime,Togo,,6.1,1.2,Africa/Lome,GVA Cote d'Ivoire SAS,GVA Togo,AS36924 GVA Cote d'Ivoire SAS
100.***.***.***,,,,,,,,,,
166.***.***.***,Silver Spring,Maryland,United States,20***,39.1,-77.0,America/New_York,Verizon Business,Service Provider Corporation,AS6167 Verizon Business
239.***.***.***,,,,,,,,,,
220.***.***.***,Haikou,Hainan,China,,20.0,110.2,Asia/Shanghai,Chinanet,Hainan TELECOM,AS4134 CHINANET-BACKBONE
21.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
115.***.***.***,Zhengzhou,Henan,China,45****,34.8,113.8,Asia/Shanghai,CERNET,,AS4538 China Education and Research Network Center
133.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Toyota Industries Corporation,Toyota Industries Corporation,
247.***.***.***,,,,,,,,,,
21.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
232.***.***.***,,,,,,,,,,
47.***.***.***,Richlands,North Carolina,United States,28***,34.9,-77.6,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
86.***.***.***,Livingston,Scotland,United Kingdom,EH**,55.9,-3.5,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
202.***.***.***,Taipei,Taiwan,Taiwan,,25.0,121.6,Asia/Taipei,Taiwan Fixed Network,Taiwan Telecommunication Network Services Co. Ltd.,"AS9924 Taiwan Fixed Network, Telco and Network Service Provider."
141.***.***.***,Tampere,Pirkanmaa,Finland,33***,61.5,23.8,Europe/Helsinki,Telia Finland Oyj,Telia Finland Oyj,AS1759 Telia Finland Oyj
54.***.***.***,Dublin,Leinster,Ireland,D0*,53.3,-6.3,Europe/Dublin,"Amazon.com, Inc.",AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc."
32.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
188.***.***.***,Leidschendam,South Holland,The Netherlands,22**,52.1,4.4,Europe/Amsterdam,T-mobile Netherlands,,AS50266 Odido Netherlands B.V.
157.***.***.***,San Francisco,California,United States,94***,37.7,-122.4,America/Los_Angeles,Fastly,"Fastly, Inc.",
143.***.***.***,Cincinnati,Ohio,United States,45***,39.1,-84.5,America/New_York,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company
179.***.***.***,Huechuraba,Santiago Metropolitan,Chile,85*****,-33.4,-70.6,America/Santiago,Claro Chile S.A.,Claro Chile S.A,AS27995 CLARO CHILE S.A.
132.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS306 DoD Network Information Center
142.***.***.***,Victoria,British Columbia,Canada,V8*,48.5,-123.4,America/Vancouver,Province of British Columbia,Province of British Columbia,AS3633 Province of British Columbia
99.***.***.***,Richmond Hill,Ontario,Canada,L4*,43.9,-79.4,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. HNSN,AS812 Rogers Communications Canada Inc.
166.***.***.***,Tucson,Arizona,United States,85***,32.1,-110.9,America/Phoenix,City of Tucson,City of Tucson,AS13918 City of Tucson
19.***.***.***,Dearborn,Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
178.***.***.***,Donetsk,Donetsk,Ukraine,75**,48.0,37.8,Europe/Kiev,EAST-NET Ltd,EAST.NET Ltd.,AS50780 EAST-NET Ltd
173.***.***.***,Brewton,Alabama,United States,36***,31.1,-87.1,America/Chicago,Mediacom Communications,MEDIACOM,AS30036 Mediacom Communications Corp
187.***.***.***,São Paulo,São Paulo,Brazil,01*******,-23.6,-46.6,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
170.***.***.***,Springfield,Massachusetts,United States,11**,42.1,-72.5,America/New_York,Massachusetts Mutual Life Insurance Co.,Massachusetts Mutual Life Insurance Co,
29.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
99.***.***.***,Washington,District of Columbia,United States,20***,38.9,-77.0,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc."
135.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Limited,Microsoft Limited,
244.***.***.***,,,,,,,,,,
46.***.***.***,Vienna,Vienna,Austria,10**,48.2,16.4,Europe/Vienna,T-Mobile Austria,T-Mobile Austria GmbH,AS8412 T-Mobile Austria GmbH
202.***.***.***,Tianjin,Tianjin,China,,39.1,117.2,Asia/Shanghai,China Education and Research Network Center,China Education and Research Network,AS4538 China Education and Research Network Center
25.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
220.***.***.***,Chaowai,Beijing,China,,40.0,116.5,Asia/Shanghai,CHINANETCENTER,ChinaNetCenter Ltd.,
180.***.***.***,Beijing,Beijing,China,10****,39.9,116.4,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,
40.***.***.***,Calgary,Alberta,Canada,T2*,51.0,-114.1,America/Edmonton,Amazon Technologies Inc,Amazon Technologies Inc,
23.***.***.***,Centreville,Virginia,United States,20***,38.8,-77.4,America/New_York,American Registry Internet Numbers,American Registry Internet Numbers,
241.***.***.***,,,,,,,,,,
156.***.***.***,Cairo,Cairo Governorate,Egypt,,30.0,31.2,Africa/Cairo,Etisalat Misr,Mobile,AS36992 ETISALAT MISR
157.***.***.***,Houston,Texas,United States,77***,29.7,-95.5,America/Chicago,Apache Corporation,Apache Corporation,
229.***.***.***,,,,,,,,,,
192.***.***.***,Rochester,New York,United States,14***,43.2,-77.6,America/New_York,ICL,"ICL, Inc.",
232.***.***.***,,,,,,,,,,
146.***.***.***,Broadmeadows,Victoria,Australia,30**,-37.7,144.9,Australia/Melbourne,Ericsson Inc.,Eric,AS158 Ericsson Inc.
221.***.***.***,Beijing,Beijing,China,10****,39.9,116.4,Asia/Shanghai,CHINA UNICOM China169 Backbone,Jnsib Ibar,AS4837 CHINA UNICOM China169 Backbone
135.***.***.***,Bernardsville,New Jersey,United States,79**,40.7,-74.6,America/New_York,Avaya Inc.,Avaya Inc.,AS18676 Avaya Inc.
74.***.***.***,Chennai,Tamil Nadu,India,60****,13.1,80.3,Asia/Kolkata,Microsoft Corporation,Microsoft Azure Cloud (southindia),AS8075 Microsoft Corporation
162.***.***.***,Olympia,Washington,United States,98***,47.0,-122.7,America/Los_Angeles,Pierce County,Pierce County,AS33348 Pierce County
85.***.***.***,Konopiska,Silesia,Poland,42****,50.7,19.0,Europe/Warsaw,"IntegraDesign, Mariusz Barczyk","IntegraDesign, Mariusz Barczyk","AS61154 IntegraDesign, Mariusz Barczyk"
232.***.***.***,,,,,,,,,,
178.***.***.***,Gresse,Mecklenburg-Vorpommern,Germany,19***,53.4,10.7,Europe/Berlin,Vodafone D2 GmbH,ARCOR-IP,AS3209 Vodafone GmbH
110.***.***.***,Jinrongjie,Beijing,China,,39.9,116.4,Asia/Shanghai,CTTNET,China TieTong Telecommunications Corporation,
171.***.***.***,Concord,California,United States,94***,38.0,-122.0,America/Los_Angeles,Bank of America,"Bank of America, National Association",
17.***.***.***,Maiden,North Carolina,United States,,35.6,-81.2,America/New_York,Apple Inc.,Apple Inc,AS714 Apple Inc.
229.***.***.***,,,,,,,,,,
58.***.***.***,Beijing,Beijing,China,10****,39.9,116.4,Asia/Shanghai,China Unicom Shenzen network,HengShengChang Paper,AS17623 China Unicom Shenzen network
142.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,Bell Canada,Bell Canada,
167.***.***.***,Fairfax,Virginia,United States,22***,38.9,-77.3,America/New_York,Inova Health System Foundation,Inova Health System Foundation,AS393861 Inova Health System Foundation
19.***.***.***,Dearborn,Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
92.***.***.***,Paris,Île-de-France,France,75***,48.9,2.4,Europe/Paris,TVCCONV,France Telecom services,
82.***.***.***,Calais,Hauts-de-France,France,62***,50.9,1.9,Europe/Paris,ProXad network / Free SAS,Proxad / Free SAS,AS12322 Free SAS
110.***.***.***,Jinrongjie,Beijing,China,,39.9,116.4,Asia/Shanghai,CTTNET,China TieTong Telecommunications Corporation,
145.***.***.***,Eschborn,Hesse,Germany,65***,50.1,8.6,Europe/Berlin,ARCOR-IP,Arcor AG & Co,AS3209 Vodafone GmbH
121.***.***.***,Takasago,Saitama,Japan,33******,35.9,139.7,Asia/Tokyo,Sony Network Communications Inc,Sony Network Communications Inc.,AS2527 Sony Network Communications Inc.
76.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
179.***.***.***,São Paulo,São Paulo,Brazil,01*******,-23.6,-46.6,America/Sao_Paulo,TIM S/A,TIM S/A,AS26615 TIM S/A
81.***.***.***,Montpellier,Occitanie,France,34***,43.6,3.9,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,,AS15557 Societe Francaise Du Radiotelephone - SFR SA
195.***.***.***,Ostbevern,North Rhine-Westphalia,Germany,48***,52.0,7.8,Europe/Berlin,UNI-X,BEWATEC Kommunikationstechnik GmbH,AS12371 Avency GmbH
56.***.***.***,Raleigh,North Carolina,United States,27***,35.8,-78.6,America/New_York,United States Postal Service.,United States Postal Service,
79.***.***.***,Moscow,Moscow,Russia,12****,55.7,37.6,Europe/Moscow,Technology & Networks Co,Technology & Networks LLC,AS30833 Technology & Networks LLC
16.***.***.***,Palo Alto,California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
255.***.***.***,,,,,,,,,,
103.***.***.***,Seattle,Washington,United States,98***,47.5,-122.3,America/Los_Angeles,Hostwinds LLC.,Hostwinds LLC,AS54290 Hostwinds LLC.
76.***.***.***,Greenwood Village,Colorado,United States,80***,39.6,-104.9,America/Denver,Spectrum,Charter Communications Inc,
3.***.***.***,Frankfurt am Main,Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
5.***.***.***,Jeddah,Mecca Region,Saudi Arabia,,21.5,39.2,Asia/Riyadh,Internet Broadband,Mobily Broadband SA,"AS35819 Etihad Etisalat, a joint stock company"
176.***.***.***,Paris,Île-de-France,France,75***,48.8,2.3,Europe/Paris,BOUYGUES Telecom,,AS5410 Bouygues Telecom SA
197.***.***.***,Windhoek,Khomas Region,Namibia,,-22.6,17.1,Africa/Windhoek,Telecom Namibia,Telecom Namibia,AS36999 Telecom Namibia
237.***.***.***,,,,,,,,,,
56.***.***.***,Raleigh,North Carolina,United States,27***,35.8,-78.6,America/New_York,United States Postal Service.,United States Postal Service,
131.***.***.***,Melbourne,Victoria,Australia,30**,-37.7,145.0,Australia/Melbourne,Australian Academic and Research Network,Royal Melbourne Institute of Technology (RMIT University),AS7575 Australian Academic and Research Network (AARNet)
107.***.***.***,Overland Park,Kansas,United States,66***,38.9,-94.7,America/Chicago,Sprint Nextel Corporation,Sprint Nextel Corporation,
115.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,ARTERIA Networks Corporation,ARTERIA Networks Corp.,AS17506 ARTERIA Networks Corporation
57.***.***.***,Seattle,Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
210.***.***.***,Tokyo,Tokyo,Japan,15******,35.7,139.7,Asia/Tokyo,Internet Initiative Japan Inc.,Hokkaido,AS2497 Internet Initiative Japan Inc.
33.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
22.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
241.***.***.***,,,,,,,,,,
179.***.***.***,Rio de Janeiro,Rio de Janeiro,Brazil,,-22.9,-43.2,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
175.***.***.***,Haidian,Beijing,China,,39.9,116.3,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
206.***.***.***,Ashburn,Virginia,United States,20***,39.0,-77.5,America/New_York,Verizon Business,Verizon Business,
184.***.***.***,La Crosse,Wisconsin,United States,54***,43.8,-91.3,America/Chicago,CenturyLink,"CenturyLink, Inc",AS19901 Brightspeed
237.***.***.***,,,,,,,,,,
77.***.***.***,Helsinki,Uusimaa,Finland,24*,60.2,24.9,Europe/Helsinki,Cinia Oy,Cinia Oy,AS20904 Cinia Oy
53.***.***.***,Stuttgart,Baden-Wurttemberg,Germany,70***,48.8,9.2,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
19.***.***.***,Dearborn,Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
9.***.***.***,Durham,North Carolina,United States,27***,35.9,-78.9,America/New_York,IBM,IBM,
177.***.***.***,São Paulo,São Paulo,Brazil,10**,-23.6,-46.6,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS27699 TELEFÔNICA BRASIL S.A
152.***.***.***,Charlotte,North Carolina,United States,28***,35.3,-80.7,America/New_York,University of North Carolina at Charlotte,University of North Carolina at Charlotte,AS53384 University of North Carolina at Charlotte
