Device_ID,Device_Type,LAI,RAI,Network_Type
D1313,Tablet,240-01,240-01,3G
D1314,Smartphone,240-01,240-01,3G
D1315,Smartphone,240-01,240-01,4G
D1316,Smartphone,240-01,240-01,5G
D1317,Tablet,240-01,240-01,5G
D1318,Smartphone,240-01,240-01,5G
D1319,IoT Device,240-01,240-01,4G
D1320,Tablet,240-01,240-01,5G
D1321,IoT Device,240-01,240-01,3G
D1322,Smartphone,240-01,240-01,5G
D1323,IoT Device,240-01,240-01,3G
D1324,Tablet,240-01,240-01,5G
D1325,IoT Device,240-01,240-01,3G
D1326,Tablet,240-01,240-01,5G
D1327,IoT Device,240-01,240-01,3G
D1328,IoT Device,240-01,240-01,5G
D1329,Smartphone,240-01,240-01,4G
D1330,Smartphone,240-01,240-01,4G
D1331,Smartphone,240-01,240-01,4G
D1332,Smartphone,240-01,240-01,5G
D1333,IoT Device,240-01,240-01,3G
D1334,Tablet,240-01,240-01,5G
D1335,Tablet,240-01,240-01,5G
D1336,Smartphone,240-01,240-01,4G
D1337,Tablet,240-01,240-01,5G
D1338,Smartphone,240-01,240-01,4G
D1339,IoT Device,240-01,240-01,3G
D1340,IoT Device,240-01,240-01,5G
D1341,Smartphone,240-01,240-01,5G
D1342,Smartphone,240-01,240-01,4G
D1343,Smartphone,240-01,240-01,3G
D1344,IoT Device,240-01,240-01,3G
D1345,Tablet,240-01,240-01,3G
D1346,Tablet,240-01,240-01,3G
D1347,Tablet,240-01,240-01,3G
D1348,Tablet,240-01,240-01,4G
D1349,IoT Device,240-01,240-01,4G
D1350,Smartphone,240-01,240-01,3G
D1351,Tablet,240-01,240-01,4G
D1352,Tablet,240-01,240-01,3G
D1353,IoT Device,240-01,240-01,3G
D1354,Tablet,240-01,240-01,3G
D1355,Smartphone,240-01,240-01,3G
D1356,IoT Device,240-01,240-01,4G
D1357,IoT Device,240-01,240-01,3G
D1358,Smartphone,240-01,240-01,3G
D1359,Smartphone,240-01,240-01,3G
D1360,Smartphone,240-01,240-01,5G
D1361,Tablet,240-01,240-01,3G
D1362,Smartphone,240-01,240-01,4G
D1363,IoT Device,240-01,240-01,3G
D1364,Smartphone,240-01,240-01,4G
D1365,IoT Device,240-01,240-01,5G
D1366,Smartphone,240-01,240-01,5G
D1367,IoT Device,240-01,240-01,3G
D1368,Tablet,240-01,240-01,4G
D1369,Smartphone,240-01,240-01,4G
D1370,Smartphone,240-01,240-01,3G
D1371,Smartphone,240-01,240-01,5G
D1372,Tablet,240-01,240-01,4G
D1373,Smartphone,240-01,240-01,4G
D1374,IoT Device,240-01,240-01,3G
D1375,Smartphone,240-01,240-01,3G
D1376,Tablet,240-01,240-01,4G
D1377,Tablet,240-01,240-01,4G
D1378,Smartphone,240-01,240-01,5G
D1379,IoT Device,240-01,240-01,4G
D1380,Smartphone,240-01,240-01,5G
D1381,Tablet,240-01,240-01,5G
D1382,Tablet,240-01,240-01,4G
D1383,IoT Device,240-01,240-01,5G
D1384,IoT Device,240-01,240-01,5G
D1385,Smartphone,240-01,240-01,4G
D1386,Smartphone,240-01,240-01,4G
D1387,Tablet,240-01,240-01,3G
D1388,IoT Device,240-01,240-01,3G
D1389,Smartphone,240-01,240-01,5G
D1390,IoT Device,240-01,240-01,3G
D1391,IoT Device,240-01,240-01,5G
D1392,IoT Device,240-01,240-01,4G
D1393,Tablet,240-01,240-01,5G
D1394,Tablet,240-01,240-01,5G
D1395,IoT Device,240-01,240-01,5G
D1396,Tablet,240-01,240-01,4G
D1397,Tablet,240-01,240-01,5G
D1398,Tablet,240-01,240-01,3G
D1399,IoT Device,240-01,240-01,3G
D1400,Smartphone,240-01,240-01,4G
D1401,Tablet,240-01,240-01,5G
D1402,IoT Device,240-01,240-01,3G
D1403,IoT Device,240-01,240-01,4G
D1404,Smartphone,240-01,240-01,3G
D1405,IoT Device,240-01,240-01,3G
D1406,Smartphone,240-01,240-01,5G
D1407,Tablet,240-01,240-01,4G
D1408,IoT Device,240-01,240-01,4G
D1409,Tablet,240-01,240-01,3G
D1410,Smartphone,240-01,240-01,4G
D1411,Tablet,240-01,240-01,4G
D1412,Tablet,240-01,240-01,5G
D1413,Tablet,240-01,240-01,3G
D1414,Tablet,240-01,240-01,3G
D1415,Tablet,240-01,240-01,3G
D1416,IoT Device,240-01,240-01,3G
D1417,IoT Device,240-01,240-01,5G
D1418,Smartphone,240-01,240-01,5G
D1419,Smartphone,240-01,240-01,3G
D1420,Smartphone,240-01,240-01,3G
D1421,Tablet,240-01,240-01,5G
D1422,Smartphone,240-01,240-01,3G
D1423,Tablet,240-01,240-01,5G
D1424,Tablet,240-01,240-01,3G
D1425,Smartphone,240-01,240-01,4G
D1426,IoT Device,240-01,240-01,5G
D1427,IoT Device,240-01,240-01,5G
D1428,Tablet,240-01,240-01,3G
D1429,IoT Device,240-01,240-01,5G
D1430,Tablet,240-01,240-01,4G
D1431,IoT Device,240-01,240-01,5G
D1432,Tablet,240-01,240-01,5G
D1433,Smartphone,240-01,240-01,5G
D1434,IoT Device,240-01,240-01,4G
D1435,Tablet,240-01,240-01,4G
D1436,Smartphone,240-01,240-01,3G
D1437,Tablet,240-01,240-01,3G
D1438,Tablet,240-01,240-01,5G
D1439,IoT Device,240-01,240-01,4G
D1440,IoT Device,240-01,240-01,5G
D1441,Smartphone,240-01,240-01,5G
D1442,Tablet,240-01,240-01,4G
D1443,Smartphone,240-01,240-01,4G
D1444,IoT Device,240-01,240-01,5G
D1445,Smartphone,240-01,240-01,3G
D1446,Smartphone,240-01,240-01,4G
D1447,Tablet,240-01,240-01,4G
D1448,Smartphone,240-01,240-01,4G
D1449,Smartphone,240-01,240-01,3G
D1450,Smartphone,240-01,240-01,3G
D1451,Tablet,240-01,240-01,5G
D1452,Tablet,240-01,240-01,4G
D1453,IoT Device,240-01,240-01,5G
D1454,IoT Device,240-01,240-01,5G
D1455,Smartphone,240-01,240-01,3G
D1456,Tablet,240-01,240-01,5G
D1457,Tablet,240-01,240-01,4G
D1458,IoT Device,240-01,240-01,4G
D1459,IoT Device,240-01,240-01,5G
D1460,Smartphone,240-01,240-01,5G
D1461,Tablet,240-01,240-01,5G
D1462,Tablet,240-01,240-01,5G
D1463,IoT Device,240-01,240-01,3G
D1464,IoT Device,240-01,240-01,3G
D1465,Smartphone,240-01,240-01,3G
D1466,Tablet,240-01,240-01,5G
D1467,Tablet,240-01,240-01,5G
D1468,Tablet,240-01,240-01,4G
D1469,Smartphone,240-01,240-01,5G
D1470,IoT Device,240-01,240-01,4G
D1471,Smartphone,240-01,240-01,3G
D1472,Tablet,240-01,240-01,4G
D1473,Smartphone,240-01,240-01,3G
D1474,IoT Device,240-01,240-01,4G
D1475,Tablet,240-01,240-01,5G
D1476,Smartphone,240-01,240-01,4G
D1477,Smartphone,240-01,240-01,4G
D1478,Tablet,240-01,240-01,4G
D1479,Smartphone,240-01,240-01,4G
D1480,Tablet,240-01,240-01,5G
D1481,Smartphone,240-01,240-01,3G
D1482,IoT Device,240-01,240-01,4G
D1483,Tablet,240-01,240-01,3G
D1484,IoT Device,240-01,240-01,3G
D1485,Smartphone,240-01,240-01,5G
D1486,Smartphone,240-01,240-01,4G
D1487,Smartphone,240-01,240-01,3G
D1488,IoT Device,240-01,240-01,5G
D1489,Tablet,240-01,240-01,5G
D1490,IoT Device,240-01,240-01,3G
D1491,Smartphone,240-01,240-01,3G
D1492,Tablet,240-01,240-01,5G
D1493,Smartphone,240-01,240-01,4G
D1494,IoT Device,240-01,240-01,4G
D1495,Smartphone,240-01,240-01,3G
D1496,Tablet,240-01,240-01,4G
D1497,Tablet,240-01,240-01,4G
D1498,Tablet,240-01,240-01,5G
D1499,IoT Device,240-01,240-01,5G
D1500,Smartphone,240-01,240-01,4G
D1501,Smartphone,240-01,240-01,5G
D1502,Smartphone,240-01,240-01,3G
D1503,IoT Device,240-01,240-01,4G
D1504,Tablet,240-01,240-01,3G
D1505,Smartphone,240-01,240-01,4G
D1506,IoT Device,240-01,240-01,5G
D1507,Smartphone,240-01,240-01,4G
D1508,Tablet,240-01,240-01,4G
D1509,Tablet,240-01,240-01,5G
D1510,Tablet,240-01,240-01,4G
D1511,Tablet,240-01,240-01,4G
D1512,Tablet,240-01,240-01,5G
D1513,IoT Device,240-01,240-01,4G
D1514,IoT Device,240-01,240-01,3G
D1515,Tablet,240-01,240-01,4G
D1516,IoT Device,240-01,240-01,3G
D1517,Tablet,240-01,240-01,5G
D1518,Smartphone,240-01,240-01,4G
D1519,Smartphone,240-01,240-01,5G
D1520,IoT Device,240-01,240-01,5G
D1521,Tablet,240-01,240-01,5G
D1522,IoT Device,240-01,240-01,3G
D1523,Tablet,240-01,240-01,3G
D1524,Tablet,240-01,240-01,5G
D1525,Tablet,240-01,240-01,5G
D1526,Smartphone,240-01,240-01,3G
D1527,IoT Device,240-01,240-01,4G
D1528,IoT Device,240-01,240-01,5G
D1529,Smartphone,240-01,240-01,3G
D1530,Tablet,240-01,240-01,4G
D1531,Smartphone,240-01,240-01,3G
D1532,IoT Device,240-01,240-01,4G
D1533,Smartphone,240-01,240-01,3G
D1534,Tablet,240-01,240-01,5G
D1535,Smartphone,240-01,240-01,3G
D1536,Smartphone,240-01,240-01,3G
D1537,IoT Device,240-01,240-01,4G
D1538,Tablet,240-01,240-01,5G
D1539,Tablet,240-01,240-01,4G
D1540,IoT Device,240-01,240-01,5G
D1541,Smartphone,240-01,240-01,3G
D1542,IoT Device,240-01,240-01,5G
D1543,Smartphone,240-01,240-01,3G
D1544,IoT Device,240-01,240-01,3G
D1545,Tablet,240-01,240-01,4G
D1546,Tablet,240-01,240-01,3G
D1547,Tablet,240-01,240-01,5G
D1548,Tablet,240-01,240-01,5G
D1549,Smartphone,240-01,240-01,3G
D1550,Tablet,240-01,240-01,4G
D1551,Smartphone,240-01,240-01,4G
D1552,Tablet,240-01,240-01,3G
D1553,IoT Device,240-01,240-01,5G
D1554,Smartphone,240-01,240-01,5G
D1555,Tablet,240-01,240-01,3G
D1556,Smartphone,240-01,240-01,4G
D1557,Smartphone,240-01,240-01,5G
D1558,Tablet,240-01,240-01,4G
D1559,Smartphone,240-01,240-01,3G
D1560,Tablet,240-01,240-01,4G
D1561,Tablet,240-01,240-01,4G
D1562,IoT Device,240-01,240-01,4G
D1563,Tablet,240-01,240-01,4G
D1564,Smartphone,240-01,240-01,3G
D1565,Smartphone,240-01,240-01,5G
D1566,IoT Device,240-01,240-01,5G
D1567,Smartphone,240-01,240-01,3G
D1568,Tablet,240-01,240-01,3G
D1569,IoT Device,240-01,240-01,5G
D1570,IoT Device,240-01,240-01,3G
D1571,Smartphone,240-01,240-01,3G
D1572,Smartphone,240-01,240-01,3G
D1573,Smartphone,240-01,240-01,3G
D1574,Smartphone,240-01,240-01,3G
D1575,IoT Device,240-01,240-01,5G
D1576,Tablet,240-01,240-01,5G
D1577,Smartphone,240-01,240-01,4G
D1578,Smartphone,240-01,240-01,4G
D1579,IoT Device,240-01,240-01,3G
D1580,Smartphone,240-01,240-01,5G
D1581,Tablet,240-01,240-01,5G
D1582,IoT Device,240-01,240-01,5G
D1583,IoT Device,240-01,240-01,3G
D1584,Smartphone,240-01,240-01,4G
D1585,Tablet,240-01,240-01,3G
D1586,IoT Device,240-01,240-01,4G
D1587,Tablet,240-01,240-01,4G
D1588,IoT Device,240-01,240-01,4G
D1589,IoT Device,240-01,240-01,5G
D1590,Smartphone,240-01,240-01,4G
D1591,Smartphone,240-01,240-01,3G
D1592,IoT Device,240-01,240-01,5G
D1593,Tablet,240-01,240-01,4G
D1594,Tablet,240-01,240-01,4G
D1595,Smartphone,240-01,240-01,4G
D1596,IoT Device,240-01,240-01,5G
D1597,Tablet,240-01,240-01,3G
D1598,Smartphone,240-01,240-01,5G
D1599,IoT Device,240-01,240-01,5G
D1600,Smartphone,240-01,240-01,3G
D1601,Smartphone,240-01,240-01,5G
D1602,Tablet,240-01,240-01,3G
D1603,Tablet,240-01,240-01,5G
D1604,IoT Device,240-01,240-01,4G
D1605,Smartphone,240-01,240-01,4G
D1606,Smartphone,240-01,240-01,4G
D1607,Smartphone,240-01,240-01,4G
D1608,Smartphone,240-01,240-01,3G
D1609,IoT Device,240-01,240-01,4G
D1610,Tablet,240-01,240-01,4G
D1611,Smartphone,240-01,240-01,4G
D1612,Tablet,240-01,240-01,3G
D1613,Smartphone,240-01,240-01,4G
D1614,Smartphone,240-01,240-01,3G
D1615,Tablet,240-01,240-01,3G
D1616,Tablet,240-01,240-01,5G
D1617,Smartphone,240-01,240-01,5G
D1618,Smartphone,240-01,240-01,3G
D1619,Tablet,240-01,240-01,3G
D1620,Tablet,240-01,240-01,3G
D1621,Tablet,240-01,240-01,4G
D1622,Smartphone,240-01,240-01,3G
D1623,IoT Device,240-01,240-01,5G
D1624,Tablet,240-01,240-01,3G
D1625,Smartphone,240-01,240-01,5G
D1626,Tablet,240-01,240-01,4G
D1627,IoT Device,240-01,240-01,5G
D1628,Smartphone,240-01,240-01,3G
D1629,IoT Device,240-01,240-01,5G
D1630,IoT Device,240-01,240-01,4G
D1631,IoT Device,240-01,240-01,5G
D1632,Smartphone,240-01,240-01,4G
D1633,Tablet,240-01,240-01,3G
D1634,Tablet,240-01,240-01,4G
D1635,Tablet,240-01,240-01,3G
D1636,Tablet,240-01,240-01,3G
D1637,Tablet,240-01,240-01,3G
D1638,IoT Device,240-01,240-01,5G
D1639,Tablet,240-01,240-01,4G
D1640,IoT Device,240-01,240-01,3G
D1641,Tablet,240-01,240-01,3G
D1642,IoT Device,240-01,240-01,4G
D1643,Smartphone,240-01,240-01,5G
D1644,IoT Device,240-01,240-01,5G
D1645,IoT Device,240-01,240-01,5G
D1646,Smartphone,240-01,240-01,4G
D1647,IoT Device,240-01,240-01,5G
D1648,IoT Device,240-01,240-01,5G
D1649,Tablet,240-01,240-01,5G
D1650,IoT Device,240-01,240-01,3G
D1651,Smartphone,240-01,240-01,3G
D1652,Smartphone,240-01,240-01,3G
D1653,Tablet,240-01,240-01,3G
D1654,Smartphone,240-01,240-01,5G
D1655,Smartphone,240-01,240-01,3G
D1656,Tablet,240-01,240-01,3G
D1657,Tablet,240-01,240-01,3G
D1658,IoT Device,240-01,240-01,3G
D1659,Smartphone,240-01,240-01,3G
D1660,IoT Device,240-01,240-01,3G
D1661,Tablet,240-01,240-01,3G
D1662,Tablet,240-01,240-01,4G
D1663,IoT Device,240-01,240-01,3G
D1664,Smartphone,240-01,240-01,4G
D1665,IoT Device,240-01,240-01,3G
D1666,IoT Device,240-01,240-01,4G
D1667,IoT Device,240-01,240-01,3G
D1668,Tablet,240-01,240-01,4G
D1669,Smartphone,240-01,240-01,3G
D1670,Tablet,240-01,240-01,5G
D1671,IoT Device,240-01,240-01,3G
D1672,Smartphone,240-01,240-01,3G
D1673,IoT Device,240-01,240-01,5G
D1674,Tablet,240-01,240-01,4G
