Timestamp,MCC,MNC,PLMN,LAI,RAI,Network_Type,Device_Type
260326054310+0100,240,2,24002,240-02-2527,240-02-2527-65,3G,Tablet
260323044401+0200,206,1,20601,206-01-5381,206-01-5381-13,4G,Tablet
260301160016+0200,240,24,24024,240-24-7947,240-24-7947-72,5G,Smartphone
260315011201+0200,206,5,20605,206-05-9196,206-05-9196-81,5G,Tablet
260324225440+0200,240,7,24007,240-07-6562,240-07-6562-38,4G,Smartphone
260304062157-0800,310,410,310410,310-410-5500,310-410-5500-85,3G,Tablet
260227153750+0100,240,1,24001,240-01-5059,240-01-5059-66,5G,Smartphone
260326100632+0100,234,38,23438,234-38-6381,234-38-6381-26,4G,IoT Device
260228222407+0100,206,20,20620,206-20-1715,206-20-1715-62,4G,Tablet
260305004803+0200,240,2,24002,240-02-3626,240-02-3626-44,5G,Smartphone
260326001805-0500,310,120,310120,310-120-1311,310-120-1311-42,4G,Smartphone
260318111700-0600,310,120,310120,310-120-9576,310-120-9576-56,3G,Tablet
260310052332-0500,310,410,310410,310-410-4302,310-410-4302-15,5G,IoT Device
260304122708+0200,240,4,24004,240-04-9937,240-04-9937-47,4G,Smartphone
260314173233+0100,234,33,23433,234-33-1530,234-33-1530-87,3G,Tablet
260225070815+0200,240,4,24004,240-04-8292,240-04-8292-21,5G,IoT Device
260303224754-0800,310,480,310480,310-480-2208,310-480-2208-26,5G,Tablet
260227045839+0100,240,4,24004,240-04-3804,240-04-3804-94,5G,IoT Device
260303121238+0000,234,20,23420,234-20-6231,234-20-6231-54,5G,Smartphone
260304085505-0500,310,120,310120,310-120-7442,310-120-7442-74,4G,Smartphone
260302190319-0700,310,120,310120,310-120-3108,310-120-3108-22,4G,IoT Device
260307170316-0700,310,480,310480,310-480-1272,310-480-1272-57,4G,Smartphone
260317064657-0800,310,120,310120,310-120-3262,310-120-3262-76,4G,Smartphone
260226213605+0000,234,33,23433,234-33-9899,234-33-9899-58,5G,Smartphone
260304125934-0500,310,260,310260,310-260-1084,310-260-1084-80,5G,Smartphone
260301065329+0200,206,10,20610,206-10-4159,206-10-4159-24,4G,Tablet
260304134915+0200,240,8,24008,240-08-4871,240-08-4871-17,5G,Smartphone
260321074410+0100,240,5,24005,240-05-9792,240-05-9792-29,4G,Tablet
260226142301+0100,240,24,24024,240-24-1519,240-24-1519-46,5G,Tablet
260326033815+0000,234,38,23438,234-38-2848,234-38-2848-14,4G,Tablet
260302014215+0200,206,10,20610,206-10-5508,206-10-5508-17,5G,Smartphone
260323003030+0200,206,5,20605,206-05-6411,206-05-6411-92,3G,Smartphone
260308104915+0100,234,30,23430,234-30-8639,234-30-8639-78,4G,Smartphone
260324210311+0100,234,30,23430,234-30-9037,234-30-9037-68,3G,IoT Device
260309183132-0500,310,120,310120,310-120-9673,310-120-9673-45,4G,Smartphone
260301172450+0100,240,4,24004,240-04-2354,240-04-2354-73,5G,Smartphone
260314105812+0100,234,38,23438,234-38-3292,234-38-3292-98,4G,Tablet
260226190709+0100,240,7,24007,240-07-3526,240-07-3526-58,5G,Smartphone
260226185448+0200,240,16,24016,240-16-7353,240-16-7353-20,5G,Smartphone
260227031744+0000,234,30,23430,234-30-6443,234-30-6443-89,3G,IoT Device
260309044043+0200,240,5,24005,240-05-8183,240-05-8183-47,5G,Smartphone
260314104655-0700,310,480,310480,310-480-2735,310-480-2735-11,3G,Smartphone
260309154807+0200,240,24,24024,240-24-6225,240-24-6225-18,4G,Tablet
260325025655+0200,206,1,20601,206-01-2667,206-01-2667-78,4G,Smartphone
260304054850+0200,206,20,20620,206-20-3258,206-20-3258-83,4G,Smartphone
260310190943+0200,206,1,20601,206-01-5503,206-01-5503-38,5G,Smartphone
260225084002+0100,234,15,23415,234-15-3281,234-15-3281-36,4G,IoT Device
260227064228-0800,310,480,310480,310-480-2237,310-480-2237-91,5G,IoT Device
260301011944+0100,240,2,24002,240-02-8529,240-02-8529-12,4G,Tablet
260323110205-0500,310,120,310120,310-120-6629,310-120-6629-25,5G,Smartphone
260310052711+0100,240,4,24004,240-04-3017,240-04-3017-85,5G,Smartphone
260315102205+0100,240,8,24008,240-08-6185,240-08-6185-26,4G,Tablet
260317024918+0100,206,10,20610,206-10-7401,206-10-7401-85,5G,Tablet
260325055923+0100,240,8,24008,240-08-8034,240-08-8034-44,5G,Smartphone
260323183312-0600,310,410,310410,310-410-5067,310-410-5067-63,5G,Smartphone
260305060303+0100,206,5,20605,206-05-1104,206-05-1104-62,3G,Smartphone
260303043301+0200,240,4,24004,240-04-4879,240-04-4879-47,4G,Smartphone
260312055117+0100,240,8,24008,240-08-3430,240-08-3430-21,5G,IoT Device
260227202454+0100,240,24,24024,240-24-3110,240-24-3110-21,5G,Tablet
260226094209-0500,310,120,310120,310-120-5583,310-120-5583-59,3G,Smartphone
260316044054+0100,206,10,20610,206-10-9743,206-10-9743-17,5G,IoT Device
260313151012-0500,310,410,310410,310-410-4300,310-410-4300-26,4G,Smartphone
260228103034-0700,310,410,310410,310-410-3086,310-410-3086-32,4G,IoT Device
260313104707+0000,234,38,23438,234-38-1020,234-38-1020-16,3G,Tablet
260309232424-0500,310,480,310480,310-480-3703,310-480-3703-87,5G,Smartphone
260324011337+0200,206,1,20601,206-01-8758,206-01-8758-24,4G,Smartphone
260324011109-0800,310,480,310480,310-480-4860,310-480-4860-70,4G,Smartphone
260317020908+0100,234,10,23410,234-10-9561,234-10-9561-63,3G,Smartphone
260326070722+0100,206,20,20620,206-20-5400,206-20-5400-57,3G,Tablet
260323002834+0100,240,5,24005,240-05-4288,240-05-4288-17,4G,Smartphone
260323123447+0100,206,5,20605,206-05-5408,206-05-5408-93,4G,Smartphone
260320131642+0100,234,38,23438,234-38-2771,234-38-2771-71,3G,IoT Device
260305020337+0100,234,15,23415,234-15-3967,234-15-3967-47,3G,Smartphone
260308132325+0100,234,10,23410,234-10-3470,234-10-3470-27,5G,Smartphone
260303180645+0200,206,1,20601,206-01-6279,206-01-6279-77,4G,Tablet
260307134251+0100,206,5,20605,206-05-4460,206-05-4460-12,5G,Smartphone
260303182754+0200,206,1,20601,206-01-9381,206-01-9381-89,3G,Smartphone
260306221831+0200,240,5,24005,240-05-8483,240-05-8483-47,4G,Smartphone
260307144707+0100,206,5,20605,206-05-1960,206-05-1960-30,3G,IoT Device
260325061239+0200,240,5,24005,240-05-8895,240-05-8895-54,5G,Smartphone
260302103144-0700,310,120,310120,310-120-9148,310-120-9148-93,3G,Smartphone
260226053019+0100,234,38,23438,234-38-2741,234-38-2741-15,5G,Tablet
260318223045-0600,310,260,310260,310-260-3103,310-260-3103-23,4G,Tablet
260308151803+0000,234,20,23420,234-20-8870,234-20-8870-84,4G,Tablet
260226095506+0200,206,5,20605,206-05-9370,206-05-9370-99,4G,Tablet
260308001159+0000,234,15,23415,234-15-5178,234-15-5178-10,3G,Tablet
260315183755+0100,234,20,23420,234-20-5809,234-20-5809-37,5G,Tablet
260318161100+0100,240,4,24004,240-04-9814,240-04-9814-78,3G,Smartphone
260317020723+0100,240,2,24002,240-02-1745,240-02-1745-99,5G,Smartphone
260313170814-0500,310,410,310410,310-410-4441,310-410-4441-54,4G,IoT Device
260317093745+0200,206,20,20620,206-20-8383,206-20-8383-52,5G,Smartphone
260309062003+0100,206,10,20610,206-10-2252,206-10-2252-19,5G,Tablet
260305163217+0100,206,20,20620,206-20-3608,206-20-3608-32,5G,Smartphone
260311004506-0700,310,120,310120,310-120-9465,310-120-9465-42,4G,IoT Device
260312100019-0600,310,260,310260,310-260-7732,310-260-7732-12,4G,Smartphone
260316201958+0000,234,38,23438,234-38-6614,234-38-6614-68,4G,Smartphone
260227211156+0200,240,5,24005,240-05-8899,240-05-8899-58,4G,Tablet
260317062223+0100,234,33,23433,234-33-7939,234-33-7939-82,3G,Smartphone
260301120318+0100,240,16,24016,240-16-1086,240-16-1086-21,5G,Smartphone
260315100439+0100,206,10,20610,206-10-4919,206-10-4919-93,3G,Smartphone
260309122128+0200,240,8,24008,240-08-2917,240-08-2917-75,5G,Tablet
260318151009+0000,234,33,23433,234-33-3924,234-33-3924-70,3G,Smartphone
260304093744+0100,234,15,23415,234-15-9374,234-15-9374-45,3G,IoT Device
260323204031+0100,234,33,23433,234-33-6621,234-33-6621-56,3G,Tablet
260320102522-0700,310,410,310410,310-410-1781,310-410-1781-60,3G,Smartphone
260226140703+0200,240,7,24007,240-07-8598,240-07-8598-90,5G,Tablet
260310183646+0100,240,4,24004,240-04-7505,240-04-7505-23,3G,IoT Device
260325135919-0600,310,260,310260,310-260-8480,310-260-8480-90,4G,IoT Device
260321235812+0000,234,10,23410,234-10-9981,234-10-9981-57,3G,IoT Device
260319092331-0600,310,410,310410,310-410-1317,310-410-1317-29,3G,Tablet
260319151422+0200,206,20,20620,206-20-1206,206-20-1206-25,5G,Tablet
260320012046+0100,240,7,24007,240-07-2960,240-07-2960-60,5G,Smartphone
260305074013+0000,234,20,23420,234-20-1646,234-20-1646-72,4G,Tablet
260304024744+0200,206,1,20601,206-01-9830,206-01-9830-59,4G,Tablet
260301053522+0100,206,1,20601,206-01-4419,206-01-4419-93,4G,IoT Device
260318063455-0500,310,410,310410,310-410-8515,310-410-8515-99,4G,IoT Device
260307001141+0100,240,7,24007,240-07-1267,240-07-1267-76,4G,Tablet
260303065251+0100,206,10,20610,206-10-8905,206-10-8905-32,4G,IoT Device
260322184826+0100,206,20,20620,206-20-8300,206-20-8300-86,5G,Smartphone
260311092308+0100,206,1,20601,206-01-5362,206-01-5362-65,4G,IoT Device
260319162744+0000,234,20,23420,234-20-2823,234-20-2823-49,3G,Smartphone
260313052844+0000,234,10,23410,234-10-5792,234-10-5792-93,3G,IoT Device
260311172907+0200,240,16,24016,240-16-1482,240-16-1482-81,5G,Smartphone
260225225129+0200,206,1,20601,206-01-9732,206-01-9732-25,4G,Tablet
260318192215-0700,310,260,310260,310-260-7348,310-260-7348-72,4G,Smartphone
260326120448+0200,240,24,24024,240-24-1694,240-24-1694-41,5G,Smartphone
260314200723+0100,234,10,23410,234-10-3930,234-10-3930-68,4G,Tablet
260316084424-0700,310,410,310410,310-410-8311,310-410-8311-46,4G,Smartphone
260302124818+0100,240,4,24004,240-04-1902,240-04-1902-93,4G,Smartphone
260303102120+0200,240,24,24024,240-24-3204,240-24-3204-25,5G,Smartphone
260305101818-0600,310,260,310260,310-260-5759,310-260-5759-34,3G,Smartphone
260304153544+0100,234,38,23438,234-38-8849,234-38-8849-70,4G,Tablet
260319131527+0100,206,10,20610,206-10-6152,206-10-6152-14,4G,Smartphone
260303192400+0100,206,1,20601,206-01-8526,206-01-8526-59,5G,Smartphone
260319170029+0100,240,8,24008,240-08-6218,240-08-6218-44,4G,Tablet
260322061218+0200,240,4,24004,240-04-2522,240-04-2522-99,5G,Smartphone
260228205021+0200,240,2,24002,240-02-5949,240-02-5949-78,5G,Smartphone
260311004705+0100,234,10,23410,234-10-2781,234-10-2781-97,4G,IoT Device
260302024606-0600,310,410,310410,310-410-2022,310-410-2022-57,5G,IoT Device
260320095813+0100,206,1,20601,206-01-1257,206-01-1257-28,5G,Smartphone
260228074728+0000,234,10,23410,234-10-8917,234-10-8917-57,3G,Tablet
260314083202+0100,234,15,23415,234-15-1578,234-15-1578-98,5G,Tablet
260308233305+0200,206,10,20610,206-10-3873,206-10-3873-43,5G,Smartphone
260314201614-0800,310,480,310480,310-480-5302,310-480-5302-28,4G,Smartphone
260228031945+0100,240,16,24016,240-16-2600,240-16-2600-77,4G,Smartphone
260320231437+0000,234,10,23410,234-10-5543,234-10-5543-17,3G,Smartphone
260307115649-0600,310,120,310120,310-120-1619,310-120-1619-95,4G,Smartphone
260227033632+0100,206,1,20601,206-01-7294,206-01-7294-94,4G,Tablet
260322133917-0600,310,260,310260,310-260-2180,310-260-2180-14,4G,Smartphone
260310020549+0000,234,10,23410,234-10-3841,234-10-3841-52,3G,Smartphone
260318071321-0800,310,260,310260,310-260-3859,310-260-3859-88,4G,Tablet
260315132501+0100,240,8,24008,240-08-5670,240-08-5670-36,5G,Smartphone
260311004009+0100,206,20,20620,206-20-8936,206-20-8936-16,5G,Smartphone
260306180110+0100,206,1,20601,206-01-7745,206-01-7745-76,4G,IoT Device
260305104719+0100,240,16,24016,240-16-4571,240-16-4571-26,4G,Smartphone
260314041507+0000,234,33,23433,234-33-6963,234-33-6963-16,3G,Smartphone
260225223727+0200,240,7,24007,240-07-8405,240-07-8405-89,4G,Smartphone
260311165946+0000,234,10,23410,234-10-1361,234-10-1361-39,4G,Tablet
260307070015+0000,234,15,23415,234-15-3514,234-15-3514-30,3G,Smartphone
260313180747+0100,234,30,23430,234-30-5748,234-30-5748-83,4G,IoT Device
260227153605+0200,240,5,24005,240-05-9035,240-05-9035-50,5G,Smartphone
260313174113+0100,234,33,23433,234-33-6495,234-33-6495-18,5G,Tablet
260316110037-0500,310,410,310410,310-410-7834,310-410-7834-32,4G,IoT Device
260227205731+0100,234,30,23430,234-30-6832,234-30-6832-16,3G,Tablet
260306062543+0100,206,1,20601,206-01-7837,206-01-7837-68,5G,Smartphone
260313162738-0500,310,260,310260,310-260-2766,310-260-2766-14,5G,Tablet
260307151549+0100,240,5,24005,240-05-4138,240-05-4138-46,4G,Tablet
260304145815+0100,240,8,24008,240-08-9088,240-08-9088-24,4G,Smartphone
260306130917+0200,206,1,20601,206-01-4815,206-01-4815-64,5G,Smartphone
260302195211+0000,234,20,23420,234-20-2578,234-20-2578-19,4G,Tablet
260318193941-0800,310,260,310260,310-260-6119,310-260-6119-59,4G,Smartphone
260326115540-0500,310,480,310480,310-480-6654,310-480-6654-55,4G,Smartphone
260303214453+0200,240,2,24002,240-02-4373,240-02-4373-53,5G,Tablet
260318074400-0600,310,410,310410,310-410-2256,310-410-2256-93,5G,Tablet
260326072709-0600,310,260,310260,310-260-3465,310-260-3465-97,5G,IoT Device
260316051335+0100,234,38,23438,234-38-3883,234-38-3883-92,5G,IoT Device
260323061906-0600,310,480,310480,310-480-4571,310-480-4571-28,3G,Smartphone
260311103804+0000,234,33,23433,234-33-4872,234-33-4872-66,3G,IoT Device
260304154440+0100,234,38,23438,234-38-1448,234-38-1448-16,4G,Smartphone
260321175300-0800,310,260,310260,310-260-1339,310-260-1339-12,5G,Tablet
260314092455-0800,310,260,310260,310-260-8066,310-260-8066-36,4G,IoT Device
260301132257+0200,240,5,24005,240-05-8715,240-05-8715-55,5G,IoT Device
260227151725+0100,240,24,24024,240-24-5603,240-24-5603-56,5G,Smartphone
260315063032-0800,310,480,310480,310-480-2843,310-480-2843-28,3G,Smartphone
260320082734-0800,310,480,310480,310-480-5412,310-480-5412-86,4G,Smartphone
260306000316+0200,240,24,24024,240-24-8083,240-24-8083-49,5G,Smartphone
260306055002-0500,310,410,310410,310-410-8671,310-410-8671-65,3G,IoT Device
260325121330+0100,206,20,20620,206-20-1741,206-20-1741-20,4G,Tablet
260305003019+0100,234,20,23420,234-20-2435,234-20-2435-26,3G,Smartphone
260302070621-0500,310,410,310410,310-410-1129,310-410-1129-23,4G,IoT Device
260309080534-0800,310,120,310120,310-120-3643,310-120-3643-46,4G,Smartphone
260305194001+0000,234,15,23415,234-15-1770,234-15-1770-12,3G,Smartphone
260318040640+0100,240,2,24002,240-02-3736,240-02-3736-90,4G,Smartphone
260324191034+0200,206,5,20605,206-05-3260,206-05-3260-64,4G,Smartphone
260309200337+0000,234,20,23420,234-20-9647,234-20-9647-88,5G,Tablet
260324080059+0000,234,20,23420,234-20-7926,234-20-7926-74,3G,Smartphone
260226205358+0200,206,20,20620,206-20-2605,206-20-2605-28,5G,Tablet
260310060902-0600,310,120,310120,310-120-4483,310-120-4483-68,4G,IoT Device
260318014606+0200,206,1,20601,206-01-3004,206-01-3004-80,4G,IoT Device
260310050847-0700,310,120,310120,310-120-3713,310-120-3713-13,4G,IoT Device
260319024928+0200,240,1,24001,240-01-6569,240-01-6569-65,4G,Smartphone
260227194256+0100,234,30,23430,234-30-2981,234-30-2981-16,3G,IoT Device
260327013908+0100,240,4,24004,240-04-7116,240-04-7116-79,5G,Tablet
260314085129+0100,240,7,24007,240-07-8077,240-07-8077-36,5G,IoT Device
260311044315+0200,240,16,24016,240-16-6864,240-16-6864-59,4G,Tablet
260302123756-0600,310,260,310260,310-260-3875,310-260-3875-18,4G,IoT Device
260326034048+0200,240,16,24016,240-16-9723,240-16-9723-67,4G,Smartphone
260307015632+0100,206,20,20620,206-20-2567,206-20-2567-90,4G,Smartphone
260306232508-0500,310,410,310410,310-410-1425,310-410-1425-68,4G,Tablet
260316230113+0200,206,10,20610,206-10-6618,206-10-6618-47,4G,Smartphone
260310172605+0200,240,5,24005,240-05-1060,240-05-1060-91,4G,Smartphone
260228132525+0000,234,20,23420,234-20-5029,234-20-5029-32,3G,Smartphone
260316192832+0100,206,5,20605,206-05-9773,206-05-9773-47,5G,Smartphone
260226165913+0100,240,5,24005,240-05-4325,240-05-4325-67,5G,Smartphone
260315201516+0100,234,10,23410,234-10-3942,234-10-3942-66,3G,Tablet
260305021426+0100,234,30,23430,234-30-1194,234-30-1194-70,4G,IoT Device
260310052413-0700,310,410,310410,310-410-4694,310-410-4694-63,4G,IoT Device
260225224446+0100,206,5,20605,206-05-1525,206-05-1525-98,5G,Smartphone
260318090014-0800,310,260,310260,310-260-6084,310-260-6084-85,4G,IoT Device
260313153452-0800,310,260,310260,310-260-2565,310-260-2565-60,4G,Smartphone
260310221209-0500,310,120,310120,310-120-5105,310-120-5105-24,4G,Smartphone
260312004726+0100,240,24,24024,240-24-1782,240-24-1782-91,5G,Smartphone
260309130647+0100,234,33,23433,234-33-4105,234-33-4105-89,3G,Tablet
260304092647+0200,206,1,20601,206-01-6314,206-01-6314-90,5G,Tablet
260302191159-0700,310,260,310260,310-260-3484,310-260-3484-58,4G,Smartphone
260323000334+0100,206,5,20605,206-05-4345,206-05-4345-26,3G,Smartphone
260307064013-0600,310,480,310480,310-480-1324,310-480-1324-58,4G,Smartphone
260321164521-0700,310,480,310480,310-480-9020,310-480-9020-49,4G,Tablet
260322045634+0100,240,2,24002,240-02-7297,240-02-7297-60,5G,IoT Device
260323005652-0700,310,480,310480,310-480-3795,310-480-3795-32,4G,IoT Device
260307102658-0800,310,120,310120,310-120-1155,310-120-1155-17,4G,IoT Device
260310174830-0800,310,260,310260,310-260-1420,310-260-1420-87,3G,Tablet
260326120704+0100,240,24,24024,240-24-2426,240-24-2426-48,5G,IoT Device
260304020730+0200,240,16,24016,240-16-7252,240-16-7252-93,5G,Smartphone
260306150250+0100,206,20,20620,206-20-1150,206-20-1150-78,5G,Smartphone
260308155613-0800,310,410,310410,310-410-3608,310-410-3608-12,4G,Smartphone
260311223548+0000,234,38,23438,234-38-3418,234-38-3418-58,5G,Tablet
260323040840-0700,310,120,310120,310-120-2966,310-120-2966-24,3G,Smartphone
260228014509+0100,240,5,24005,240-05-2922,240-05-2922-33,5G,Smartphone
260318180711-0600,310,480,310480,310-480-6127,310-480-6127-76,5G,IoT Device
260227075011-0500,310,410,310410,310-410-7968,310-410-7968-98,3G,Smartphone
260307054327+0200,206,1,20601,206-01-2604,206-01-2604-58,5G,Smartphone
260322151352+0100,240,4,24004,240-04-3337,240-04-3337-58,5G,Smartphone
260325165626-0500,310,480,310480,310-480-9334,310-480-9334-27,4G,Tablet
260323060433+0000,234,20,23420,234-20-5092,234-20-5092-79,5G,IoT Device
260304025941-0700,310,120,310120,310-120-2660,310-120-2660-65,4G,Smartphone
260327000624+0100,240,7,24007,240-07-1659,240-07-1659-27,4G,Tablet
260326102148-0800,310,410,310410,310-410-5623,310-410-5623-72,3G,Smartphone
260310092431+0100,240,16,24016,240-16-7673,240-16-7673-77,4G,Smartphone
260226110425-0600,310,410,310410,310-410-9049,310-410-9049-56,4G,Smartphone
260307200313+0100,234,15,23415,234-15-9741,234-15-9741-29,3G,Smartphone
260313002400-0800,310,480,310480,310-480-5448,310-480-5448-36,3G,Smartphone
260302042054+0200,240,8,24008,240-08-6317,240-08-6317-20,5G,Tablet
260315160906+0200,206,5,20605,206-05-8109,206-05-8109-57,3G,Smartphone
260304010809+0200,240,16,24016,240-16-1339,240-16-1339-24,5G,Tablet
260304174743+0100,240,2,24002,240-02-9923,240-02-9923-47,4G,Tablet
260324024951+0200,206,10,20610,206-10-3971,206-10-3971-96,4G,IoT Device
260227070827+0100,234,30,23430,234-30-8885,234-30-8885-98,5G,Tablet
260316055946+0100,240,8,24008,240-08-6912,240-08-6912-27,4G,Smartphone
260310185255+0100,206,20,20620,206-20-3295,206-20-3295-77,5G,Smartphone
260322162142+0200,206,1,20601,206-01-4586,206-01-4586-60,4G,Tablet
260314054440+0000,234,33,23433,234-33-4305,234-33-4305-91,5G,Smartphone
260225174524-0800,310,120,310120,310-120-5753,310-120-5753-30,3G,Smartphone
260305073510+0000,234,30,23430,234-30-2541,234-30-2541-68,3G,IoT Device
260324093616+0000,234,38,23438,234-38-7769,234-38-7769-74,3G,IoT Device
260320082937-0700,310,120,310120,310-120-6198,310-120-6198-53,5G,Smartphone
260303153836+0100,234,10,23410,234-10-5887,234-10-5887-67,5G,Tablet
260317095702+0000,234,15,23415,234-15-8514,234-15-8514-28,3G,Smartphone
260315221756+0200,240,24,24024,240-24-7783,240-24-7783-62,4G,Tablet
260306082331+0200,240,1,24001,240-01-5749,240-01-5749-63,4G,Tablet
260319011533+0000,234,33,23433,234-33-8045,234-33-8045-40,4G,Smartphone
260306211152+0100,206,1,20601,206-01-7265,206-01-7265-13,5G,Smartphone
260301010655+0000,234,30,23430,234-30-2649,234-30-2649-72,4G,Tablet
260313001026+0100,240,5,24005,240-05-6978,240-05-6978-24,5G,Smartphone
260304185843-0800,310,480,310480,310-480-5451,310-480-5451-50,4G,Tablet
260326022836+0000,234,20,23420,234-20-3003,234-20-3003-11,3G,Smartphone
260321050027+0200,240,16,24016,240-16-2953,240-16-2953-25,5G,Smartphone
260301071819+0100,234,33,23433,234-33-1771,234-33-1771-60,3G,IoT Device
260326022340-0700,310,260,310260,310-260-3257,310-260-3257-84,4G,Smartphone
260227185842-0800,310,260,310260,310-260-8989,310-260-8989-23,4G,IoT Device
260313041732+0100,206,20,20620,206-20-4064,206-20-4064-44,3G,Tablet
260314145036-0800,310,120,310120,310-120-1817,310-120-1817-92,4G,Smartphone
260228075810-0700,310,260,310260,310-260-3789,310-260-3789-50,4G,Smartphone
260315160202+0100,206,1,20601,206-01-5990,206-01-5990-52,4G,Tablet
260324125640+0100,240,16,24016,240-16-2768,240-16-2768-45,5G,Smartphone
260316032703+0000,234,20,23420,234-20-8976,234-20-8976-46,3G,Smartphone
260316132445+0100,206,20,20620,206-20-6810,206-20-6810-41,5G,Tablet
260325111606+0200,206,10,20610,206-10-9254,206-10-9254-97,5G,Smartphone
260228133401+0100,240,1,24001,240-01-5426,240-01-5426-93,4G,Smartphone
260308174706+0100,240,5,24005,240-05-2697,240-05-2697-70,3G,Smartphone
260314165043-0700,310,410,310410,310-410-7409,310-410-7409-59,4G,Smartphone
260316173014+0100,240,4,24004,240-04-6764,240-04-6764-93,5G,Smartphone
260325060442-0800,310,410,310410,310-410-4793,310-410-4793-40,3G,IoT Device
260303142340+0100,206,20,20620,206-20-9659,206-20-9659-34,3G,Smartphone
260322175303+0100,240,4,24004,240-04-9474,240-04-9474-48,4G,Smartphone
260313095832+0200,240,16,24016,240-16-5274,240-16-5274-35,4G,Tablet
260226213322-0700,310,260,310260,310-260-1351,310-260-1351-17,3G,IoT Device
260325131452+0200,206,1,20601,206-01-1244,206-01-1244-41,5G,Smartphone
260316230913+0100,234,38,23438,234-38-9870,234-38-9870-74,3G,Smartphone
260226142236+0100,234,30,23430,234-30-1308,234-30-1308-58,3G,Smartphone
260320163504+0000,234,30,23430,234-30-8656,234-30-8656-40,3G,Smartphone
260314160921+0100,234,38,23438,234-38-4569,234-38-4569-62,3G,IoT Device
260306223123+0200,240,7,24007,240-07-1264,240-07-1264-96,5G,Tablet
260305093553-0700,310,120,310120,310-120-3626,310-120-3626-57,3G,IoT Device
260313065455-0700,310,410,310410,310-410-4195,310-410-4195-83,4G,Smartphone
260316215518+0100,234,20,23420,234-20-6142,234-20-6142-25,3G,Tablet
260307195340+0200,206,1,20601,206-01-6518,206-01-6518-53,5G,Tablet
260225131921+0100,234,20,23420,234-20-1791,234-20-1791-82,4G,Tablet
260319075950+0100,240,7,24007,240-07-3310,240-07-3310-22,4G,Tablet
260311085126+0200,240,2,24002,240-02-4644,240-02-4644-19,4G,Smartphone
260310152415+0100,206,20,20620,206-20-2102,206-20-2102-72,5G,Smartphone
260318213430+0200,206,1,20601,206-01-3886,206-01-3886-69,5G,Tablet
260310194503+0000,234,20,23420,234-20-8334,234-20-8334-62,3G,IoT Device
260327005633+0100,234,15,23415,234-15-5074,234-15-5074-11,3G,Smartphone
