<<<<<<< HEAD
MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type
240,11,24011,2721****,1427****,3766****,240-11-4695,240-11-4695-11,4G
240,37,24037,1746****,4838****,7546****,240-37-8568,240-37-8568-60,5G
240,5,24005,1311****,6962****,8921****,240-05-5674,240-05-5674-94,4G
240,43,24043,1326****,4777****,2361****,240-43-3093,240-43-3093-52,3G
240,74,24074,7524****,2416****,7724****,240-74-2111,240-74-2111-99,3G
240,92,24092,9307****,1809****,2913****,240-92-8115,240-92-8115-51,5G
240,71,24071,7599****,2153****,9567****,240-71-8941,240-71-8941-21,5G
240,7,24007,2734****,5741****,1835****,240-07-6072,240-07-6072-11,4G
240,76,24076,7901****,1823****,4167****,240-76-2201,240-76-2201-59,3G
240,80,24080,4043****,4982****,8316****,240-80-9442,240-80-9442-66,5G
240,87,24087,5063****,3772****,1352****,240-87-2425,240-87-2425-60,3G
240,77,24077,9697****,6394****,9747****,240-77-3644,240-77-3644-72,4G
240,66,24066,4173****,3560****,8563****,240-66-3987,240-66-3987-46,4G
240,80,24080,3162****,7179****,8369****,240-80-9141,240-80-9141-29,5G
240,21,24021,7896****,7508****,7319****,240-21-3743,240-21-3743-33,4G
240,68,24068,2765****,4753****,5033****,240-68-3070,240-68-3070-66,3G
240,12,24012,4488****,3118****,2540****,240-12-9599,240-12-9599-54,5G
240,80,24080,3952****,9365****,7091****,240-80-2144,240-80-2144-21,3G
240,7,24007,2648****,7933****,3726****,240-07-9805,240-07-9805-77,5G
240,6,24006,2648****,9880****,9900****,240-06-9861,240-06-9861-68,5G
240,67,24067,1936****,7423****,8176****,240-67-7881,240-67-7881-92,5G
240,88,24088,6517****,6268****,8133****,240-88-6485,240-88-6485-82,4G
240,21,24021,5901****,6292****,3539****,240-21-6069,240-21-6069-36,4G
240,44,24044,9562****,2965****,3622****,240-44-2555,240-44-2555-95,3G
240,95,24095,5893****,8567****,9587****,240-95-7648,240-95-7648-68,5G
240,69,24069,9796****,4316****,8798****,240-69-8814,240-69-8814-76,5G
240,66,24066,6891****,9792****,3571****,240-66-7367,240-66-7367-24,5G
240,41,24041,9192****,7267****,3390****,240-41-5731,240-41-5731-63,4G
240,78,24078,8865****,4642****,8158****,240-78-1735,240-78-1735-80,3G
240,7,24007,8870****,6344****,8047****,240-07-6535,240-07-6535-18,4G
240,68,24068,6162****,4111****,6816****,240-68-8081,240-68-8081-74,5G
240,35,24035,9244****,2999****,2022****,240-35-6561,240-35-6561-41,4G
240,95,24095,5762****,9526****,3931****,240-95-5543,240-95-5543-41,4G
240,57,24057,4901****,8512****,6980****,240-57-1623,240-57-1623-61,3G
240,88,24088,8265****,9665****,7963****,240-88-3405,240-88-3405-45,3G
240,97,24097,3737****,6799****,3036****,240-97-2701,240-97-2701-99,3G
240,39,24039,9558****,7432****,2819****,240-39-9868,240-39-9868-45,5G
240,6,24006,6267****,6287****,9664****,240-06-5014,240-06-5014-69,4G
240,44,24044,1303****,5401****,5933****,240-44-2585,240-44-2585-72,3G
240,76,24076,6513****,1496****,8142****,240-76-1314,240-76-1314-98,3G
240,53,24053,2386****,2015****,2673****,240-53-8782,240-53-8782-52,5G
240,12,24012,2391****,4555****,3909****,240-12-1219,240-12-1219-11,3G
240,40,24040,7529****,1985****,6656****,240-40-5394,240-40-5394-47,4G
240,18,24018,7447****,1780****,1826****,240-18-7192,240-18-7192-37,5G
240,25,24025,3968****,5974****,4824****,240-25-6485,240-25-6485-41,4G
240,32,24032,2921****,4274****,2379****,240-32-5254,240-32-5254-70,4G
240,77,24077,1786****,5763****,2712****,240-77-5321,240-77-5321-80,4G
240,7,24007,8145****,6697****,3054****,240-07-5538,240-07-5538-94,4G
240,84,24084,2466****,2929****,9752****,240-84-5635,240-84-5635-60,4G
240,74,24074,5496****,1906****,4959****,240-74-2436,240-74-2436-33,3G
240,65,24065,7381****,6803****,6756****,240-65-8743,240-65-8743-62,5G
240,35,24035,8136****,3754****,9139****,240-35-2086,240-35-2086-48,3G
240,39,24039,6494****,8402****,9390****,240-39-1680,240-39-1680-93,3G
240,51,24051,8556****,9801****,7179****,240-51-8322,240-51-8322-66,5G
240,63,24063,9062****,1993****,9850****,240-63-2540,240-63-2540-78,3G
240,8,24008,7110****,9759****,7385****,240-08-5952,240-08-5952-78,4G
240,84,24084,7957****,5297****,3571****,240-84-3479,240-84-3479-68,3G
240,32,24032,4919****,8919****,3427****,240-32-2123,240-32-2123-32,3G
240,82,24082,9498****,8521****,7540****,240-82-2606,240-82-2606-41,3G
240,34,24034,4976****,6003****,4489****,240-34-7919,240-34-7919-19,5G
240,51,24051,1347****,1773****,4395****,240-51-2750,240-51-2750-87,3G
240,69,24069,3761****,1544****,8070****,240-69-3130,240-69-3130-12,3G
240,14,24014,4178****,8288****,9170****,240-14-8213,240-14-8213-90,5G
240,91,24091,2943****,2404****,4131****,240-91-5154,240-91-5154-32,4G
240,56,24056,2299****,7948****,1236****,240-56-5683,240-56-5683-60,4G
240,2,24002,3798****,7423****,6184****,240-02-1806,240-02-1806-82,3G
240,45,24045,7515****,5904****,1137****,240-45-8705,240-45-8705-45,5G
240,59,24059,8004****,9355****,1687****,240-59-7039,240-59-7039-14,5G
240,6,24006,5442****,8684****,1840****,240-06-7110,240-06-7110-44,5G
240,88,24088,8892****,1251****,1995****,240-88-9976,240-88-9976-92,5G
240,26,24026,6177****,9545****,5676****,240-26-7133,240-26-7133-73,5G
240,80,24080,1675****,7079****,3022****,240-80-1126,240-80-1126-15,3G
240,50,24050,4089****,4026****,9890****,240-50-8566,240-50-8566-51,5G
240,11,24011,4440****,9106****,8086****,240-11-1981,240-11-1981-93,3G
240,2,24002,4123****,5329****,2081****,240-02-6133,240-02-6133-24,4G
240,90,24090,3905****,5034****,7432****,240-90-4306,240-90-4306-77,4G
240,66,24066,3232****,7921****,5080****,240-66-6973,240-66-6973-70,4G
240,29,24029,1369****,3945****,5933****,240-29-9282,240-29-9282-66,5G
240,63,24063,3235****,4114****,3748****,240-63-4078,240-63-4078-53,4G
240,31,24031,9646****,1193****,8300****,240-31-1134,240-31-1134-27,3G
240,17,24017,6178****,2630****,7802****,240-17-4780,240-17-4780-17,4G
240,56,24056,7258****,3613****,8501****,240-56-1341,240-56-1341-81,3G
240,23,24023,1606****,8293****,7159****,240-23-6213,240-23-6213-33,4G
240,22,24022,4095****,1202****,2192****,240-22-5805,240-22-5805-48,4G
240,23,24023,9051****,8104****,9649****,240-23-6321,240-23-6321-66,4G
240,90,24090,9315****,4262****,6337****,240-90-1982,240-90-1982-40,3G
240,82,24082,8892****,2373****,1698****,240-82-8621,240-82-8621-18,5G
240,27,24027,7476****,7288****,1663****,240-27-4383,240-27-4383-95,4G
240,59,24059,9122****,5508****,6676****,240-59-9432,240-59-9432-39,5G
240,37,24037,1344****,5660****,6727****,240-37-8810,240-37-8810-15,5G
240,32,24032,9307****,8661****,8737****,240-32-5997,240-32-5997-71,4G
240,41,24041,9700****,6771****,3985****,240-41-5679,240-41-5679-40,4G
240,35,24035,6955****,8171****,2574****,240-35-3914,240-35-3914-81,4G
240,47,24047,1444****,5301****,6978****,240-47-4254,240-47-4254-69,4G
240,82,24082,3208****,5222****,2649****,240-82-4865,240-82-4865-51,4G
240,52,24052,7481****,1464****,3551****,240-52-5582,240-52-5582-89,4G
240,62,24062,4867****,6707****,7585****,240-62-3275,240-62-3275-22,3G
240,59,24059,3728****,7033****,5413****,240-59-7657,240-59-7657-55,5G
240,48,24048,7214****,5563****,1995****,240-48-7641,240-48-7641-90,5G
240,38,24038,4943****,2428****,5574****,240-38-2720,240-38-2720-34,3G
240,22,24022,1709****,4580****,7568****,240-22-4098,240-22-4098-12,4G
240,77,24077,7177****,6904****,6953****,240-77-4781,240-77-4781-62,4G
240,48,24048,2336****,3863****,3711****,240-48-8818,240-48-8818-20,5G
240,20,24020,9130****,1712****,2973****,240-20-3026,240-20-3026-25,3G
240,25,24025,5091****,7513****,2408****,240-25-2006,240-25-2006-68,3G
240,63,24063,3987****,9931****,5527****,240-63-7355,240-63-7355-79,5G
240,37,24037,8507****,3368****,1075****,240-37-6326,240-37-6326-59,4G
240,10,24010,1535****,6191****,3231****,240-10-3971,240-10-3971-30,4G
240,36,24036,7491****,4454****,1575****,240-36-3709,240-36-3709-80,4G
240,16,24016,8491****,1377****,5914****,240-16-3035,240-16-3035-87,3G
240,25,24025,8109****,1108****,7014****,240-25-6472,240-25-6472-96,4G
240,64,24064,3302****,9170****,6388****,240-64-6720,240-64-6720-26,4G
240,44,24044,4952****,4270****,6480****,240-44-8677,240-44-8677-40,5G
240,73,24073,4711****,7779****,9588****,240-73-4230,240-73-4230-71,4G
240,60,24060,9628****,3684****,1132****,240-60-8029,240-60-8029-73,5G
240,38,24038,1658****,9900****,4598****,240-38-1566,240-38-1566-44,3G
240,30,24030,8276****,2956****,6070****,240-30-5087,240-30-5087-80,4G
240,3,24003,3655****,3936****,6435****,240-03-1342,240-03-1342-90,3G
240,20,24020,7956****,8116****,1889****,240-20-6398,240-20-6398-77,4G
240,12,24012,4581****,8437****,8588****,240-12-8967,240-12-8967-17,5G
240,2,24002,8441****,5632****,7683****,240-02-2921,240-02-2921-81,3G
240,58,24058,6689****,4027****,1628****,240-58-8763,240-58-8763-53,5G
240,54,24054,7990****,8460****,1923****,240-54-6471,240-54-6471-37,4G
240,2,24002,4124****,6028****,6121****,240-02-5259,240-02-5259-71,4G
240,40,24040,7156****,8629****,4326****,240-40-4876,240-40-4876-24,4G
240,73,24073,3119****,9366****,7993****,240-73-7359,240-73-7359-76,5G
240,50,24050,6497****,7844****,1929****,240-50-1457,240-50-1457-20,3G
240,15,24015,8475****,4324****,6023****,240-15-1062,240-15-1062-20,3G
240,26,24026,5173****,5910****,8486****,240-26-5202,240-26-5202-49,4G
240,84,24084,8309****,5013****,2259****,240-84-8205,240-84-8205-60,5G
240,82,24082,8320****,9569****,6934****,240-82-8549,240-82-8549-86,5G
240,14,24014,8156****,6743****,9157****,240-14-9058,240-14-9058-71,5G
240,16,24016,3179****,1752****,2666****,240-16-4524,240-16-4524-19,4G
240,62,24062,4769****,3151****,6711****,240-62-6645,240-62-6645-96,4G
240,61,24061,7598****,1091****,7546****,240-61-5732,240-61-5732-39,4G
240,46,24046,1749****,6900****,2425****,240-46-2966,240-46-2966-48,3G
240,88,24088,3170****,3532****,4831****,240-88-5330,240-88-5330-24,4G
240,83,24083,6212****,7954****,1849****,240-83-2388,240-83-2388-84,3G
240,11,24011,3323****,8959****,8585****,240-11-9562,240-11-9562-47,5G
240,28,24028,4367****,7179****,4336****,240-28-9773,240-28-9773-48,5G
240,59,24059,6810****,9017****,7011****,240-59-9834,240-59-9834-63,5G
240,15,24015,3658****,8898****,7302****,240-15-4453,240-15-4453-59,4G
240,15,24015,4274****,7292****,1009****,240-15-3815,240-15-3815-31,4G
240,66,24066,7613****,7587****,8292****,240-66-9611,240-66-9611-70,5G
240,21,24021,7615****,8985****,5809****,240-21-6237,240-21-6237-79,4G
240,40,24040,6929****,1109****,2450****,240-40-9524,240-40-9524-66,5G
240,12,24012,2926****,5612****,4600****,240-12-5285,240-12-5285-92,4G
240,73,24073,7254****,9280****,1221****,240-73-1023,240-73-1023-12,3G
240,60,24060,5184****,2058****,7499****,240-60-5224,240-60-5224-22,4G
240,13,24013,3408****,1021****,6537****,240-13-1064,240-13-1064-72,3G
240,16,24016,8198****,4687****,2982****,240-16-6034,240-16-6034-55,4G
240,25,24025,5467****,2236****,4249****,240-25-3927,240-25-3927-85,4G
240,62,24062,5513****,5502****,5147****,240-62-2017,240-62-2017-66,3G
240,76,24076,6919****,3942****,1552****,240-76-6584,240-76-6584-44,4G
240,17,24017,4692****,5752****,7401****,240-17-6246,240-17-6246-69,4G
240,59,24059,9480****,7004****,6396****,240-59-4606,240-59-4606-12,4G
240,47,24047,4449****,7445****,8356****,240-47-4692,240-47-4692-42,4G
240,5,24005,7100****,6995****,2004****,240-05-8417,240-05-8417-68,5G
240,77,24077,7794****,9310****,8212****,240-77-7789,240-77-7789-22,5G
240,69,24069,1356****,7647****,6229****,240-69-2328,240-69-2328-17,3G
240,49,24049,8815****,5675****,6076****,240-49-2137,240-49-2137-10,3G
240,26,24026,2512****,9594****,8918****,240-26-3888,240-26-3888-75,4G
240,20,24020,8577****,6893****,2700****,240-20-6720,240-20-6720-23,4G
240,15,24015,9587****,5542****,8029****,240-15-9429,240-15-9429-60,5G
240,22,24022,8784****,9942****,7739****,240-22-6888,240-22-6888-32,4G
240,79,24079,9503****,5986****,5869****,240-79-6618,240-79-6618-31,4G
240,7,24007,4754****,1690****,7791****,240-07-3073,240-07-3073-27,3G
240,77,24077,6272****,7353****,3333****,240-77-6491,240-77-6491-95,4G
240,69,24069,1177****,9422****,7404****,240-69-8712,240-69-8712-79,5G
240,86,24086,5337****,3519****,1995****,240-86-7148,240-86-7148-79,5G
240,95,24095,5189****,4151****,8767****,240-95-3060,240-95-3060-34,3G
240,9,24009,3883****,5560****,8043****,240-09-6927,240-09-6927-45,4G
240,1,24001,1340****,6812****,9294****,240-01-3677,240-01-3677-95,4G
240,50,24050,8635****,6223****,3617****,240-50-3590,240-50-3590-29,4G
240,71,24071,3480****,6455****,8857****,240-71-8741,240-71-8741-85,5G
240,85,24085,4047****,6577****,6009****,240-85-8580,240-85-8580-30,5G
240,74,24074,4608****,8904****,6839****,240-74-1563,240-74-1563-14,3G
240,13,24013,7059****,5619****,5603****,240-13-7313,240-13-7313-50,5G
240,10,24010,1370****,6239****,3854****,240-10-1882,240-10-1882-62,3G
240,71,24071,1112****,3430****,7085****,240-71-9178,240-71-9178-89,5G
240,9,24009,9464****,3008****,2446****,240-09-2647,240-09-2647-94,3G
240,77,24077,7121****,5460****,4210****,240-77-6783,240-77-6783-26,4G
240,17,24017,5018****,5385****,5053****,240-17-8914,240-17-8914-65,5G
240,14,24014,3345****,7427****,8700****,240-14-8730,240-14-8730-67,5G
240,84,24084,3611****,8378****,4742****,240-84-2559,240-84-2559-26,3G
240,43,24043,2129****,4855****,9309****,240-43-8708,240-43-8708-58,5G
240,65,24065,7699****,6132****,6603****,240-65-7165,240-65-7165-82,5G
240,9,24009,6727****,4275****,9984****,240-09-3095,240-09-3095-16,3G
240,46,24046,8903****,7471****,6005****,240-46-9026,240-46-9026-18,5G
240,18,24018,4450****,9242****,8750****,240-18-3243,240-18-3243-54,3G
240,27,24027,5734****,7061****,4045****,240-27-2397,240-27-2397-64,3G
240,67,24067,2761****,5699****,1571****,240-67-9116,240-67-9116-10,5G
240,41,24041,9220****,5866****,8031****,240-41-6181,240-41-6181-48,4G
240,14,24014,5245****,3492****,9072****,240-14-8556,240-14-8556-97,5G
240,67,24067,4183****,8394****,6470****,240-67-1559,240-67-1559-87,3G
240,28,24028,2400****,2543****,2679****,240-28-7311,240-28-7311-91,5G
240,77,24077,9081****,1770****,1774****,240-77-5240,240-77-5240-71,4G
240,67,24067,6453****,7731****,3891****,240-67-2037,240-67-2037-45,3G
240,66,24066,6322****,6641****,9653****,240-66-9850,240-66-9850-26,5G
240,25,24025,8056****,5106****,9177****,240-25-6755,240-25-6755-47,4G
240,34,24034,4464****,6545****,1658****,240-34-5777,240-34-5777-66,4G
240,42,24042,8661****,6559****,4102****,240-42-3039,240-42-3039-31,3G
240,66,24066,7833****,4384****,2514****,240-66-6502,240-66-6502-68,4G
240,41,24041,5331****,8826****,7039****,240-41-7712,240-41-7712-95,5G
240,85,24085,6172****,7318****,3762****,240-85-3650,240-85-3650-44,4G
240,45,24045,5884****,1227****,4650****,240-45-4564,240-45-4564-59,4G
240,49,24049,1488****,4887****,9148****,240-49-5827,240-49-5827-15,4G
240,88,24088,6255****,4695****,6795****,240-88-9441,240-88-9441-27,5G
240,68,24068,1176****,1673****,3210****,240-68-5004,240-68-5004-91,4G
240,10,24010,9591****,1114****,1423****,240-10-3630,240-10-3630-83,4G
240,49,24049,8365****,1743****,9352****,240-49-7369,240-49-7369-19,5G
240,61,24061,6815****,3825****,8053****,240-61-9366,240-61-9366-80,5G
240,13,24013,3982****,4339****,1837****,240-13-1437,240-13-1437-90,3G
240,37,24037,8142****,7809****,9147****,240-37-1772,240-37-1772-13,3G
240,67,24067,8274****,7582****,8074****,240-67-2637,240-67-2637-78,3G
240,45,24045,1653****,8653****,9656****,240-45-7617,240-45-7617-89,5G
240,77,24077,7863****,9238****,4623****,240-77-4285,240-77-4285-16,4G
240,8,24008,2535****,8851****,7265****,240-08-9956,240-08-9956-18,5G
240,35,24035,2765****,5747****,7605****,240-35-8266,240-35-8266-29,5G
240,85,24085,3101****,4442****,3291****,240-85-7930,240-85-7930-69,5G
240,40,24040,6984****,6138****,3401****,240-40-3108,240-40-3108-55,3G
240,36,24036,6346****,4489****,3212****,240-36-2178,240-36-2178-15,3G
240,75,24075,2078****,3619****,6869****,240-75-8007,240-75-8007-89,5G
240,70,24070,5023****,6391****,7912****,240-70-4782,240-70-4782-31,4G
240,52,24052,8283****,3586****,7971****,240-52-7787,240-52-7787-27,5G
240,75,24075,2954****,6647****,3828****,240-75-8175,240-75-8175-34,5G
240,77,24077,8992****,2927****,6108****,240-77-9875,240-77-9875-53,5G
240,70,24070,8511****,2149****,2175****,240-70-2167,240-70-2167-34,3G
240,93,24093,4841****,3027****,2538****,240-93-9502,240-93-9502-28,5G
240,41,24041,7084****,6979****,5139****,240-41-1632,240-41-1632-52,3G
240,47,24047,2074****,9941****,2706****,240-47-9776,240-47-9776-10,5G
240,38,24038,5040****,6217****,1681****,240-38-1815,240-38-1815-23,3G
240,41,24041,7926****,9889****,3995****,240-41-1682,240-41-1682-24,3G
240,98,24098,9905****,4157****,4474****,240-98-7180,240-98-7180-14,5G
240,84,24084,8835****,9593****,9668****,240-84-3808,240-84-3808-27,4G
240,86,24086,2208****,4211****,7248****,240-86-5144,240-86-5144-50,4G
240,5,24005,7678****,2727****,2432****,240-05-2483,240-05-2483-26,3G
240,37,24037,3046****,4544****,1276****,240-37-6738,240-37-6738-95,4G
240,14,24014,4943****,4039****,7723****,240-14-8780,240-14-8780-93,5G
240,90,24090,6782****,6401****,9650****,240-90-1975,240-90-1975-33,3G
240,60,24060,5696****,6863****,1448****,240-60-2163,240-60-2163-50,3G
240,77,24077,3316****,6380****,7673****,240-77-9769,240-77-9769-26,5G
240,13,24013,1355****,9837****,6495****,240-13-8690,240-13-8690-89,5G
240,47,24047,7167****,1038****,9589****,240-47-1258,240-47-1258-23,3G
240,44,24044,2369****,5311****,8543****,240-44-9222,240-44-9222-45,5G
240,24,24024,4958****,2695****,1521****,240-24-6308,240-24-6308-15,4G
240,18,24018,7598****,3032****,8264****,240-18-3963,240-18-3963-30,4G
240,72,24072,3308****,1320****,5770****,240-72-5423,240-72-5423-30,4G
240,74,24074,8831****,4643****,3533****,240-74-4601,240-74-4601-59,4G
240,81,24081,2177****,1399****,3029****,240-81-2374,240-81-2374-96,3G
240,67,24067,2747****,7604****,7947****,240-67-9516,240-67-9516-41,5G
240,95,24095,5023****,8603****,9041****,240-95-5293,240-95-5293-49,4G
240,80,24080,8605****,6545****,5940****,240-80-5496,240-80-5496-50,4G
240,45,24045,1895****,8853****,6003****,240-45-4288,240-45-4288-19,4G
240,23,24023,9690****,3531****,5321****,240-23-7041,240-23-7041-20,5G
240,45,24045,5209****,2887****,8636****,240-45-5457,240-45-5457-90,4G
240,41,24041,4149****,1101****,9802****,240-41-1888,240-41-1888-65,3G
240,70,24070,3617****,4090****,5026****,240-70-4670,240-70-4670-42,4G
240,66,24066,8547****,4828****,8624****,240-66-5976,240-66-5976-24,4G
240,53,24053,8792****,5455****,4582****,240-53-6297,240-53-6297-43,4G
240,35,24035,1744****,8603****,2480****,240-35-2350,240-35-2350-97,3G
240,33,24033,8414****,2027****,7679****,240-33-4524,240-33-4524-86,4G
240,12,24012,7951****,1959****,1664****,240-12-7781,240-12-7781-24,5G
240,99,24099,7561****,8720****,2554****,240-99-1757,240-99-1757-58,3G
240,3,24003,4182****,8878****,5664****,240-03-8602,240-03-8602-41,5G
240,93,24093,8125****,1227****,9867****,240-93-3412,240-93-3412-69,3G
240,18,24018,7991****,2444****,4335****,240-18-9601,240-18-9601-25,5G
240,51,24051,4783****,2828****,5287****,240-51-8681,240-51-8681-33,5G
240,63,24063,4644****,6120****,3712****,240-63-9812,240-63-9812-19,5G
240,79,24079,1203****,2672****,3762****,240-79-5231,240-79-5231-42,4G
240,33,24033,1307****,8673****,8140****,240-33-1161,240-33-1161-46,3G
240,70,24070,4230****,6240****,5516****,240-70-8930,240-70-8930-24,5G
240,68,24068,8093****,6805****,1453****,240-68-6062,240-68-6062-21,4G
240,95,24095,9657****,9178****,9284****,240-95-1445,240-95-1445-88,3G
240,27,24027,4322****,3194****,9580****,240-27-1738,240-27-1738-22,3G
240,48,24048,3193****,1928****,5588****,240-48-8342,240-48-8342-96,5G
240,82,24082,9425****,9989****,3292****,240-82-6485,240-82-6485-11,4G
240,19,24019,3279****,6251****,8805****,240-19-5276,240-19-5276-23,4G
240,79,24079,8293****,8904****,6558****,240-79-7365,240-79-7365-39,5G
240,54,24054,3166****,8169****,9049****,240-54-1252,240-54-1252-86,3G
240,35,24035,4207****,9125****,5459****,240-35-6068,240-35-6068-79,4G
240,42,24042,5728****,8439****,5800****,240-42-3078,240-42-3078-45,3G
