Device_ID,Device_Type,LAI,RAI,Network_Type
D1142,Tablet,240-29-1367,240-29-1367-19,3G
D1143,Smartphone,240-80-8053,240-80-8053-30,5G
D1144,IoT Device,240-41-2079,240-41-2079-19,3G
D1145,IoT Device,240-25-6811,240-25-6811-49,4G
D1146,IoT Device,240-09-3602,240-09-3602-44,4G
D1147,Tablet,240-49-4900,240-49-4900-81,4G
D1148,Smartphone,240-37-1221,240-37-1221-63,3G
D1149,IoT Device,240-48-2305,240-48-2305-81,3G
D1150,IoT Device,240-67-2518,240-67-2518-85,3G
D1151,Tablet,240-30-8670,240-30-8670-50,5G
D1152,Tablet,240-54-8839,240-54-8839-60,5G
D1153,IoT Device,240-64-4135,240-64-4135-10,4G
D1154,Tablet,240-24-8629,240-24-8629-52,5G
D1155,Smartphone,240-23-1903,240-23-1903-97,3G
D1156,Tablet,240-30-3982,240-30-3982-76,4G
D1157,Tablet,240-14-9298,240-14-9298-13,5G
D1158,Tablet,240-15-3430,240-15-3430-81,3G
D1159,IoT Device,240-22-5161,240-22-5161-41,4G
D1160,Smartphone,240-16-3877,240-16-3877-52,4G
D1161,Smartphone,240-18-7494,240-18-7494-65,5G
D1162,Smartphone,240-94-9424,240-94-9424-39,5G
D1163,IoT Device,240-51-2677,240-51-2677-63,3G
D1164,Smartphone,240-06-1077,240-06-1077-39,3G
D1165,Tablet,240-10-9655,240-10-9655-23,5G
D1166,Smartphone,240-67-3877,240-67-3877-87,4G
D1167,IoT Device,240-22-8098,240-22-8098-99,5G
D1168,Tablet,240-26-5241,240-26-5241-24,4G
D1169,Tablet,240-78-7217,240-78-7217-66,5G
D1170,Smartphone,240-92-8418,240-92-8418-73,5G
D1171,Tablet,240-96-6679,240-96-6679-69,4G
D1172,IoT Device,240-10-6122,240-10-6122-26,4G
D1173,Smartphone,240-92-9822,240-92-9822-51,5G
D1174,Tablet,240-40-7654,240-40-7654-92,5G
D1175,Tablet,240-03-4180,240-03-4180-86,4G
D1176,IoT Device,240-30-8298,240-30-8298-10,5G
D1177,IoT Device,240-19-8698,240-19-8698-44,5G
D1178,Tablet,240-38-2686,240-38-2686-58,3G
D1179,Tablet,240-71-7582,240-71-7582-66,5G
D1180,Tablet,240-20-2816,240-20-2816-26,3G
D1181,Smartphone,240-68-8728,240-68-8728-44,5G
D1182,Tablet,240-49-3673,240-49-3673-16,4G
D1183,Tablet,240-03-1532,240-03-1532-58,3G
D1184,Smartphone,240-13-5064,240-13-5064-97,4G
D1185,Smartphone,240-99-6376,240-99-6376-12,4G
D1186,Smartphone,240-70-9526,240-70-9526-98,5G
D1187,Tablet,240-73-1674,240-73-1674-46,3G
D1188,Smartphone,240-46-4421,240-46-4421-58,4G
D1189,Smartphone,240-45-5529,240-45-5529-63,4G
D1190,IoT Device,240-67-9421,240-67-9421-19,5G
D1191,Tablet,240-68-5974,240-68-5974-78,4G
D1192,Smartphone,240-29-9510,240-29-9510-17,5G
D1193,Smartphone,240-53-5259,240-53-5259-43,4G
D1194,Smartphone,240-32-4010,240-32-4010-86,4G
D1195,Smartphone,240-96-8891,240-96-8891-45,5G
D1196,IoT Device,240-45-3923,240-45-3923-31,4G
D1197,Smartphone,240-91-2865,240-91-2865-17,3G
D1198,IoT Device,240-56-7205,240-56-7205-75,5G
D1199,Tablet,240-07-8033,240-07-8033-43,5G
D1200,Tablet,240-51-9469,240-51-9469-82,5G
D1201,IoT Device,240-41-7372,240-41-7372-56,5G
D1202,IoT Device,240-37-9039,240-37-9039-42,5G
D1203,Tablet,240-15-6723,240-15-6723-86,4G
D1204,Tablet,240-85-4717,240-85-4717-76,4G
D1205,Tablet,240-96-8913,240-96-8913-64,5G
D1206,Tablet,240-28-3041,240-28-3041-87,3G
D1207,Smartphone,240-07-8743,240-07-8743-62,5G
D1208,Tablet,240-47-9459,240-47-9459-32,5G
D1209,IoT Device,240-40-8486,240-40-8486-87,5G
D1210,Smartphone,240-05-2585,240-05-2585-27,3G
D1211,IoT Device,240-88-5569,240-88-5569-15,4G
D1212,IoT Device,240-66-1605,240-66-1605-38,3G
D1213,Tablet,240-26-1674,240-26-1674-54,3G
D1214,Tablet,240-10-1180,240-10-1180-29,3G
D1215,IoT Device,240-70-5923,240-70-5923-23,4G
D1216,Tablet,240-50-7847,240-50-7847-22,5G
D1217,IoT Device,240-40-5392,240-40-5392-10,4G
D1218,Smartphone,240-47-5924,240-47-5924-65,4G
D1219,Smartphone,240-45-3473,240-45-3473-26,3G
D1220,Tablet,240-54-9882,240-54-9882-82,5G
D1221,Tablet,240-95-2869,240-95-2869-60,3G
D1222,IoT Device,240-32-3205,240-32-3205-70,3G
D1223,Tablet,240-72-9294,240-72-9294-90,5G
D1224,Tablet,240-70-3775,240-70-3775-46,4G
D1225,Tablet,240-30-2228,240-30-2228-85,3G
D1226,IoT Device,240-05-5965,240-05-5965-83,4G
D1227,Tablet,240-44-2263,240-44-2263-70,3G
D1228,Smartphone,240-88-6500,240-88-6500-55,4G
D1229,IoT Device,240-58-2253,240-58-2253-71,3G
D1230,Tablet,240-14-6398,240-14-6398-68,4G
D1231,Tablet,240-68-9872,240-68-9872-47,5G
D1232,Smartphone,240-40-9353,240-40-9353-44,5G
D1233,Tablet,240-79-8674,240-79-8674-29,5G
D1234,Smartphone,240-17-1722,240-17-1722-11,3G
D1235,Smartphone,240-30-5497,240-30-5497-25,4G
D1236,Smartphone,240-44-1277,240-44-1277-79,3G
D1237,Smartphone,240-44-6229,240-44-6229-26,4G
D1238,Smartphone,240-34-3409,240-34-3409-40,3G
D1239,IoT Device,240-25-9047,240-25-9047-74,5G
D1240,Smartphone,240-63-2056,240-63-2056-94,3G
D1241,Tablet,240-53-4416,240-53-4416-50,4G
D1242,IoT Device,240-21-7941,240-21-7941-40,5G
D1243,Smartphone,240-93-5213,240-93-5213-43,4G
D1244,Tablet,240-19-8283,240-19-8283-45,5G
D1245,Tablet,240-19-3126,240-19-3126-93,3G
D1246,Tablet,240-57-1261,240-57-1261-24,3G
D1247,Tablet,240-92-1487,240-92-1487-69,3G
D1248,Smartphone,240-84-4508,240-84-4508-19,4G
D1249,Tablet,240-81-2416,240-81-2416-45,3G
D1250,IoT Device,240-38-5807,240-38-5807-29,4G
D1251,Tablet,240-96-3502,240-96-3502-26,4G
D1252,IoT Device,240-66-7078,240-66-7078-77,5G
D1253,Tablet,240-33-7808,240-33-7808-40,5G
D1254,Tablet,240-48-2929,240-48-2929-39,3G
D1255,IoT Device,240-36-9803,240-36-9803-17,5G
D1256,IoT Device,240-52-7503,240-52-7503-92,5G
D1257,Tablet,240-45-9299,240-45-9299-50,5G
D1258,Tablet,240-05-7989,240-05-7989-90,5G
D1259,Smartphone,240-58-5720,240-58-5720-22,4G
D1260,IoT Device,240-20-5316,240-20-5316-12,4G
D1261,IoT Device,240-96-2305,240-96-2305-38,3G
D1262,IoT Device,240-77-5682,240-77-5682-20,4G
D1263,IoT Device,240-79-7375,240-79-7375-93,5G
D1264,Smartphone,240-81-7204,240-81-7204-99,5G
D1265,IoT Device,240-37-6236,240-37-6236-15,4G
D1266,IoT Device,240-30-6946,240-30-6946-71,4G
D1267,IoT Device,240-05-4045,240-05-4045-60,4G
D1268,IoT Device,240-07-3330,240-07-3330-29,3G
D1269,IoT Device,240-65-3772,240-65-3772-53,4G
D1270,IoT Device,240-11-9745,240-11-9745-30,5G
D1271,Tablet,240-32-3495,240-32-3495-70,3G
D1272,IoT Device,240-95-4329,240-95-4329-97,4G
D1273,IoT Device,240-11-1392,240-11-1392-94,3G
D1274,Smartphone,240-81-5813,240-81-5813-54,4G
D1275,Tablet,240-97-2174,240-97-2174-77,3G
D1276,IoT Device,240-88-9185,240-88-9185-12,5G
D1277,Smartphone,240-29-8575,240-29-8575-46,5G
D1278,IoT Device,240-76-1402,240-76-1402-53,3G
D1279,IoT Device,240-75-1862,240-75-1862-85,3G
D1280,Smartphone,240-19-2593,240-19-2593-91,3G
D1281,IoT Device,240-28-8504,240-28-8504-94,5G
D1282,Tablet,240-70-9685,240-70-9685-21,5G
D1283,IoT Device,240-18-8893,240-18-8893-84,5G
D1284,IoT Device,240-60-9295,240-60-9295-41,5G
D1285,Smartphone,240-69-1089,240-69-1089-29,3G
D1286,IoT Device,240-88-8203,240-88-8203-58,5G
D1287,Tablet,240-42-9349,240-42-9349-60,5G
D1288,Smartphone,240-24-3385,240-24-3385-89,3G
D1289,Tablet,240-22-5767,240-22-5767-16,4G
D1290,Tablet,240-07-7401,240-07-7401-90,5G
D1291,Tablet,240-23-6531,240-23-6531-41,4G
D1292,Tablet,240-94-1829,240-94-1829-42,3G
D1293,IoT Device,240-62-1305,240-62-1305-60,3G
D1294,Smartphone,240-83-2889,240-83-2889-40,3G
D1295,IoT Device,240-90-2325,240-90-2325-79,3G
D1296,IoT Device,240-52-8679,240-52-8679-89,5G
D1297,IoT Device,240-48-8575,240-48-8575-41,5G
D1298,IoT Device,240-44-1847,240-44-1847-52,3G
D1299,IoT Device,240-45-9706,240-45-9706-76,5G
D1300,Tablet,240-67-6651,240-67-6651-95,4G
D1301,Tablet,240-78-4483,240-78-4483-39,4G
D1302,Smartphone,240-41-9476,240-41-9476-53,5G
D1303,Smartphone,240-21-5239,240-21-5239-37,4G
D1304,Tablet,240-27-9778,240-27-9778-83,5G
D1305,Smartphone,240-67-5218,240-67-5218-85,4G
D1306,Tablet,240-12-8511,240-12-8511-56,5G
D1307,IoT Device,240-24-5398,240-24-5398-18,4G
D1308,IoT Device,240-85-3613,240-85-3613-67,4G
D1309,Tablet,240-11-8796,240-11-8796-81,5G
D1310,Smartphone,240-03-4012,240-03-4012-31,4G
D1311,Tablet,240-87-8031,240-87-8031-15,5G
D1312,IoT Device,240-09-7505,240-09-7505-58,5G
D1313,Smartphone,240-85-8325,240-85-8325-88,5G
D1314,Smartphone,240-77-7981,240-77-7981-55,5G
D1315,Smartphone,240-16-6815,240-16-6815-33,4G
D1316,Smartphone,240-98-3415,240-98-3415-12,3G
D1317,Tablet,240-94-6058,240-94-6058-21,4G
D1318,Smartphone,240-17-9748,240-17-9748-96,5G
D1319,Smartphone,240-24-4825,240-24-4825-45,4G
D1320,Tablet,240-91-9341,240-91-9341-96,5G
D1321,Tablet,240-08-7405,240-08-7405-71,5G
D1322,IoT Device,240-19-8860,240-19-8860-70,5G
D1323,Smartphone,240-05-3816,240-05-3816-43,4G
D1324,Tablet,240-07-3234,240-07-3234-49,3G
D1325,Tablet,240-10-4919,240-10-4919-86,4G
D1326,Tablet,240-72-2948,240-72-2948-70,3G
D1327,Smartphone,240-24-9697,240-24-9697-37,5G
D1328,Smartphone,240-12-7814,240-12-7814-67,5G
D1329,IoT Device,240-06-9176,240-06-9176-22,5G
D1330,IoT Device,240-48-5058,240-48-5058-68,4G
D1331,IoT Device,240-49-4020,240-49-4020-16,4G
D1332,Smartphone,240-63-2149,240-63-2149-75,3G
D1333,IoT Device,240-76-6533,240-76-6533-26,4G
D1334,Smartphone,240-26-3588,240-26-3588-86,4G
D1335,Tablet,240-79-8664,240-79-8664-53,5G
D1336,Tablet,240-48-7080,240-48-7080-48,5G
D1337,Tablet,240-80-6209,240-80-6209-66,4G
D1338,IoT Device,240-90-2293,240-90-2293-78,3G
D1339,Smartphone,240-19-2277,240-19-2277-34,3G
D1340,IoT Device,240-01-4335,240-01-4335-60,4G
D1341,Smartphone,240-54-3114,240-54-3114-18,3G
D1342,IoT Device,240-84-7418,240-84-7418-32,5G
D1343,IoT Device,240-86-5138,240-86-5138-85,4G
D1344,Tablet,240-54-1879,240-54-1879-27,3G
D1345,Tablet,240-99-2666,240-99-2666-42,3G
D1346,Tablet,240-20-2981,240-20-2981-65,3G
D1347,IoT Device,240-59-9094,240-59-9094-71,5G
D1348,Smartphone,240-50-6334,240-50-6334-50,4G
D1349,IoT Device,240-86-2278,240-86-2278-61,3G
D1350,Smartphone,240-44-2824,240-44-2824-11,3G
D1351,IoT Device,240-05-1815,240-05-1815-40,3G
D1352,Smartphone,240-80-7970,240-80-7970-43,5G
D1353,Smartphone,240-15-7184,240-15-7184-68,5G
D1354,Smartphone,240-18-8018,240-18-8018-69,5G
D1355,IoT Device,240-18-9979,240-18-9979-76,5G
D1356,Tablet,240-21-5388,240-21-5388-55,4G
D1357,Tablet,240-43-7256,240-43-7256-15,5G
D1358,IoT Device,240-65-7720,240-65-7720-62,5G
D1359,Tablet,240-57-1570,240-57-1570-66,3G
D1360,Smartphone,240-29-8395,240-29-8395-21,5G
D1361,Tablet,240-01-2691,240-01-2691-29,3G
D1362,Smartphone,240-38-9271,240-38-9271-42,5G
D1363,IoT Device,240-63-2178,240-63-2178-37,3G
D1364,IoT Device,240-17-3811,240-17-3811-23,4G
D1365,Tablet,240-68-1738,240-68-1738-82,3G
D1366,IoT Device,240-86-7524,240-86-7524-38,5G
D1367,IoT Device,240-16-8489,240-16-8489-53,5G
D1368,Tablet,240-77-3074,240-77-3074-78,3G
D1369,IoT Device,240-30-7750,240-30-7750-30,5G
D1370,Tablet,240-76-2273,240-76-2273-66,3G
D1371,Tablet,240-80-6935,240-80-6935-42,4G
D1372,IoT Device,240-31-2122,240-31-2122-79,3G
D1373,IoT Device,240-69-9293,240-69-9293-73,5G
D1374,IoT Device,240-25-7024,240-25-7024-88,5G
D1375,Smartphone,240-75-9183,240-75-9183-97,5G
D1376,Smartphone,240-13-2161,240-13-2161-12,3G
D1377,Smartphone,240-58-9229,240-58-9229-97,5G
D1378,IoT Device,240-34-9664,240-34-9664-80,5G
D1379,Tablet,240-69-6677,240-69-6677-78,4G
D1380,Tablet,240-37-7628,240-37-7628-38,5G
D1381,IoT Device,240-74-7796,240-74-7796-24,5G
D1382,Tablet,240-01-5077,240-01-5077-10,4G
D1383,IoT Device,240-67-5267,240-67-5267-37,4G
D1384,Tablet,240-70-5332,240-70-5332-18,4G
D1385,Smartphone,240-99-7922,240-99-7922-99,5G
D1386,Tablet,240-64-1278,240-64-1278-86,3G
D1387,IoT Device,240-11-1046,240-11-1046-25,3G
D1388,Tablet,240-43-8693,240-43-8693-54,5G
D1389,Tablet,240-01-6193,240-01-6193-66,4G
D1390,Tablet,240-07-8799,240-07-8799-40,5G
D1391,IoT Device,240-89-4648,240-89-4648-55,4G
D1392,IoT Device,240-57-5762,240-57-5762-55,4G
D1393,IoT Device,240-12-7941,240-12-7941-29,5G
D1394,Smartphone,240-41-1424,240-41-1424-22,3G
D1395,IoT Device,240-45-1631,240-45-1631-70,3G
D1396,Tablet,240-79-3690,240-79-3690-24,4G
D1397,Smartphone,240-68-4504,240-68-4504-14,4G
D1398,Smartphone,240-35-1220,240-35-1220-92,3G
D1399,Tablet,240-04-5603,240-04-5603-39,4G
D1400,Smartphone,240-15-3796,240-15-3796-38,4G
D1401,Tablet,240-39-4113,240-39-4113-61,4G
D1402,Tablet,240-24-5120,240-24-5120-56,4G
D1403,Smartphone,240-18-2808,240-18-2808-42,3G
D1404,Smartphone,240-41-6557,240-41-6557-68,4G
D1405,Smartphone,240-60-1621,240-60-1621-87,3G
D1406,IoT Device,240-96-5903,240-96-5903-36,4G
D1407,IoT Device,240-40-2470,240-40-2470-60,3G
D1408,Smartphone,240-89-8024,240-89-8024-86,5G
D1409,IoT Device,240-22-4214,240-22-4214-48,4G
D1410,Tablet,240-13-6186,240-13-6186-78,4G
D1411,IoT Device,240-95-6316,240-95-6316-60,4G
D1412,Tablet,240-64-2998,240-64-2998-30,3G
D1413,Tablet,240-04-3832,240-04-3832-86,4G
D1414,Tablet,240-61-9282,240-61-9282-82,5G
D1415,Smartphone,240-63-9819,240-63-9819-81,5G
D1416,Tablet,240-57-2949,240-57-2949-61,3G
D1417,Smartphone,240-80-9115,240-80-9115-45,5G
D1418,Tablet,240-42-8239,240-42-8239-88,5G
D1419,Smartphone,240-85-5755,240-85-5755-45,4G
D1420,Tablet,240-73-3064,240-73-3064-85,3G
D1421,IoT Device,240-47-6097,240-47-6097-61,4G
D1422,Tablet,240-37-1249,240-37-1249-73,3G
D1423,Tablet,240-17-6104,240-17-6104-98,4G
D1424,Smartphone,240-12-1019,240-12-1019-53,3G
D1425,Smartphone,240-77-2915,240-77-2915-53,3G
D1426,IoT Device,240-78-4604,240-78-4604-78,4G
D1427,IoT Device,240-56-6985,240-56-6985-74,4G
D1428,IoT Device,240-30-9443,240-30-9443-95,5G
D1429,Tablet,240-47-8637,240-47-8637-88,5G
D1430,Smartphone,240-82-4556,240-82-4556-67,4G
D1431,IoT Device,240-40-3515,240-40-3515-36,4G
D1432,IoT Device,240-23-7199,240-23-7199-35,5G
D1433,Smartphone,240-66-2641,240-66-2641-33,3G
D1434,IoT Device,240-91-5236,240-91-5236-18,4G
D1435,IoT Device,240-51-8949,240-51-8949-52,5G
D1436,IoT Device,240-40-7586,240-40-7586-26,5G
D1437,IoT Device,240-45-1407,240-45-1407-52,3G
D1438,IoT Device,240-78-3616,240-78-3616-29,4G
D1439,Smartphone,240-65-2889,240-65-2889-16,3G
D1440,IoT Device,240-06-2510,240-06-2510-87,3G
D1441,Smartphone,240-81-1989,240-81-1989-83,3G
D1442,Smartphone,240-21-5384,240-21-5384-48,4G
D1443,IoT Device,240-64-2529,240-64-2529-25,3G
D1444,Smartphone,240-71-9863,240-71-9863-10,5G
D1445,IoT Device,240-24-3650,240-24-3650-65,4G
D1446,Tablet,240-63-8930,240-63-8930-65,5G
D1447,IoT Device,240-98-5736,240-98-5736-36,4G
D1448,IoT Device,240-74-5749,240-74-5749-86,4G
D1449,Smartphone,240-18-7608,240-18-7608-10,5G
D1450,Tablet,240-52-2588,240-52-2588-97,3G
D1451,IoT Device,240-27-3680,240-27-3680-11,4G
D1452,Smartphone,240-08-1381,240-08-1381-12,3G
D1453,IoT Device,240-77-1873,240-77-1873-75,3G
D1454,Tablet,240-69-1675,240-69-1675-72,3G
D1455,Smartphone,240-72-1690,240-72-1690-67,3G
D1456,IoT Device,240-91-3018,240-91-3018-16,3G
D1457,IoT Device,240-31-2178,240-31-2178-28,3G
D1458,Tablet,240-98-5009,240-98-5009-92,4G
D1459,Tablet,240-71-4636,240-71-4636-77,4G
D1460,IoT Device,240-86-4306,240-86-4306-93,4G
D1461,IoT Device,240-47-1523,240-47-1523-79,3G
D1462,IoT Device,240-24-7378,240-24-7378-94,5G
D1463,IoT Device,240-51-3020,240-51-3020-91,3G
D1464,Tablet,240-71-2167,240-71-2167-66,3G
D1465,Smartphone,240-70-8082,240-70-8082-64,5G
D1466,IoT Device,240-70-7428,240-70-7428-60,5G
D1467,IoT Device,240-33-5727,240-33-5727-88,4G
D1468,IoT Device,240-47-4455,240-47-4455-34,4G
D1469,Tablet,240-20-8191,240-20-8191-70,5G
D1470,IoT Device,240-59-4476,240-59-4476-38,4G
D1471,Tablet,240-88-6687,240-88-6687-14,4G
D1472,IoT Device,240-31-4143,240-31-4143-40,4G
D1473,Tablet,240-14-8535,240-14-8535-92,5G
D1474,Smartphone,240-72-5425,240-72-5425-29,4G
D1475,IoT Device,240-14-9548,240-14-9548-34,5G
D1476,IoT Device,240-20-3730,240-20-3730-96,4G
D1477,Tablet,240-90-1533,240-90-1533-90,3G
D1478,Smartphone,240-93-4411,240-93-4411-37,4G
D1479,IoT Device,240-42-3721,240-42-3721-81,4G
D1480,IoT Device,240-41-3735,240-41-3735-34,4G
D1481,IoT Device,240-82-1510,240-82-1510-69,3G
D1482,Smartphone,240-35-3767,240-35-3767-77,4G
D1483,Smartphone,240-01-4387,240-01-4387-97,4G
D1484,IoT Device,240-69-6706,240-69-6706-12,4G
D1485,Smartphone,240-51-5705,240-51-5705-84,4G
