0.793,Low (<=1),*
0.797,Low (<=1),*
0.802,Low (<=1),*
0.803,Low (<=1),*
0.809,Low (<=1),*
0.81,Low (<=1),*
0.813,Low (<=1),*
0.819,Low (<=1),*
0.821,Low (<=1),*
0.822,Low (<=1),*
0.825,Low (<=1),*
0.827,Low (<=1),*
0.829,Low (<=1),*
0.834,Low (<=1),*
0.835,Low (<=1),*
0.838,Low (<=1),*
0.84,Low (<=1),*
0.843,Low (<=1),*
0.846,Low (<=1),*
0.849,Low (<=1),*
0.851,Low (<=1),*
0.854,Low (<=1),*
0.859,Low (<=1),*
0.861,Low (<=1),*
0.869,Low (<=1),*
0.87,Low (<=1),*
0.873,Low (<=1),*
0.876,Low (<=1),*
0.877,Low (<=1),*
0.878,Low (<=1),*
0.879,Low (<=1),*
0.88,Low (<=1),*
0.881,Low (<=1),*
0.882,Low (<=1),*
0.883,Low (<=1),*
0.884,Low (<=1),*
0.885,Low (<=1),*
0.886,Low (<=1),*
0.888,Low (<=1),*
0.889,Low (<=1),*
0.89,Low (<=1),*
0.891,Low (<=1),*
0.893,Low (<=1),*
0.894,Low (<=1),*
0.895,Low (<=1),*
0.896,Low (<=1),*
0.898,Low (<=1),*
0.899,Low (<=1),*
0.9,Low (<=1),*
0.903,Low (<=1),*
0.904,Low (<=1),*
0.905,Low (<=1),*
0.908,Low (<=1),*
0.914,Low (<=1),*
0.921,Low (<=1),*
0.927,Low (<=1),*
0.933,Low (<=1),*
0.937,Low (<=1),*
0.942,Low (<=1),*
0.944,Low (<=1),*
0.953,Low (<=1),*
0.956,Low (<=1),*
0.959,Low (<=1),*
0.965,Low (<=1),*
0.969,Low (<=1),*
0.972,Low (<=1),*
0.977,Low (<=1),*
0.979,Low (<=1),*
0.982,Low (<=1),*
0.985,Low (<=1),*
0.987,Low (<=1),*
0.993,Low (<=1),*
0.996,Low (<=1),*
1.0,Low (<=1),*
1.007,Medium (1-3),*
1.008,Medium (1-3),*
1.016,Medium (1-3),*
1.018,Medium (1-3),*
1.025,Medium (1-3),*
1.028,Medium (1-3),*
1.029,Medium (1-3),*
1.03,Medium (1-3),*
1.031,Medium (1-3),*
1.032,Medium (1-3),*
1.035,Medium (1-3),*
1.037,Medium (1-3),*
1.039,Medium (1-3),*
1.04,Medium (1-3),*
1.041,Medium (1-3),*
1.043,Medium (1-3),*
1.044,Medium (1-3),*
1.045,Medium (1-3),*
1.046,Medium (1-3),*
1.047,Medium (1-3),*
1.048,Medium (1-3),*
1.049,Medium (1-3),*
1.05,Medium (1-3),*
1.059,Medium (1-3),*
1.072,Medium (1-3),*
1.085,Medium (1-3),*
1.099,Medium (1-3),*
1.206,Medium (1-3),*
1.215,Medium (1-3),*
1.224,Medium (1-3),*
1.235,Medium (1-3),*
1.244,Medium (1-3),*
1.25,Medium (1-3),*
1.252,Medium (1-3),*
1.259,Medium (1-3),*
1.26,Medium (1-3),*
1.262,Medium (1-3),*
1.264,Medium (1-3),*
1.266,Medium (1-3),*
1.268,Medium (1-3),*
1.27,Medium (1-3),*
1.281,Medium (1-3),*
1.286,Medium (1-3),*
1.291,Medium (1-3),*
1.299,Medium (1-3),*
1.313,Medium (1-3),*
1.327,Medium (1-3),*
1.334,Medium (1-3),*
1.344,Medium (1-3),*
1.354,Medium (1-3),*
1.365,Medium (1-3),*
1.372,Medium (1-3),*
1.384,Medium (1-3),*
1.392,Medium (1-3),*
1.4,Medium (1-3),*
1.405,Medium (1-3),*
1.406,Medium (1-3),*
1.41,Medium (1-3),*
1.415,Medium (1-3),*
1.423,Medium (1-3),*
1.435,Medium (1-3),*
1.445,Medium (1-3),*
1.453,Medium (1-3),*
1.466,Medium (1-3),*
1.479,Medium (1-3),*
1.483,Medium (1-3),*
1.498,Medium (1-3),*
1.51,Medium (1-3),*
1.52,Medium (1-3),*
1.531,Medium (1-3),*
1.538,Medium (1-3),*
1.548,Medium (1-3),*
1.556,Medium (1-3),*
1.56,Medium (1-3),*
1.574,Medium (1-3),*
1.584,Medium (1-3),*
1.602,Medium (1-3),*
1.614,Medium (1-3),*
1.629,Medium (1-3),*
1.64,Medium (1-3),*
1.65,Medium (1-3),*
1.663,Medium (1-3),*
1.687,Medium (1-3),*
1.703,Medium (1-3),*
1.726,Medium (1-3),*
1.757,Medium (1-3),*
1.778,Medium (1-3),*
1.799,Medium (1-3),*
1.811,Medium (1-3),*
3.053,High (>3),*
3.282,High (>3),*
3.329,High (>3),*
3.428,High (>3),*
3.488,High (>3),*
3.563,High (>3),*
3.669,High (>3),*
3.743,High (>3),*
3.816,High (>3),*
3.853,High (>3),*
3.879,High (>3),*
3.901,High (>3),*
4.021,High (>3),*
4.076,High (>3),*
4.12,High (>3),*
4.153,High (>3),*
4.191,High (>3),*
4.223,High (>3),*
4.245,High (>3),*
4.286,High (>3),*
4.343,High (>3),*
4.406,High (>3),*
4.474,High (>3),*
4.592,High (>3),*
4.663,High (>3),*
4.7,High (>3),*
4.733,High (>3),*
4.76,High (>3),*
4.794,High (>3),*
4.827,High (>3),*
4.855,High (>3),*
4.856,High (>3),*
4.857,High (>3),*
4.858,High (>3),*
4.859,High (>3),*
4.86,High (>3),*
4.864,High (>3),*
4.865,High (>3),*
4.866,High (>3),*
4.912,High (>3),*
4.918,High (>3),*
4.921,High (>3),*
4.936,High (>3),*
4.947,High (>3),*
4.955,High (>3),*
4.956,High (>3),*
4.957,High (>3),*
4.958,High (>3),*
4.959,High (>3),*
4.96,High (>3),*
4.961,High (>3),*
4.962,High (>3),*
4.963,High (>3),*
4.964,High (>3),*
4.965,High (>3),*
4.966,High (>3),*
4.967,High (>3),*
4.968,High (>3),*
4.97,High (>3),*
5.0,High (>3),*
5.045,High (>3),*
